Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
1602,Kostas Manolas,GRE,DF,Salernitana,Serie A,32,8,6,488,5.4,0,0,0,0,0.00,0.00,0.03,0.01,0.03,0.03,0.03
1603,Javier Manquillo,ESP,"DF,MF",Celta Vigo,La Liga,29,12,10,744,8.3,0,1,1,0,0.00,0.12,0.01,0.02,0.04,0.01,0.04
1604,Braydon Manu,GHA,MF,Darmstadt 98,Bundesliga,26,4,3,171,1.9,0,0,0,0,0.00,0.00,0.19,0.04,0.23,0.19,0.23
1605,Benson Manuel,ANG,"MF,FW",Burnley,Premier League,26,8,1,116,1.3,0,0,0,0,0.00,0.00,0.05,0.03,0.08,0.05,0.08
1606,Faitout Maouassa,FRA,"DF,MF",Granada,La Liga,25,6,2,229,2.5,0,1,1,0,0.00,0.39,0.06,0.18,0.24,0.06,0.24
1607,Faitout Maouassa,FRA,"MF,DF",Lens,Ligue 1,25,3,1,76,0.8,0,0,0,0,0.00,0.00,0.09,0.12,0.21,0.09,0.21
1608,Marcão,BRA,DF,Sevilla,La Liga,27,7,3,355,3.9,0,0,0,0,0.00,0.00,0.00,0.05,0.05,0.00,0.05
1609,Solly March,ENG,"FW,DF",Brighton,Premier League,29,7,7,554,6.2,3,1,4,3,0.49,0.16,0.32,0.16,0.47,0.32,0.47
1610,Riccardo Marchizza,ITA,DF,Frosinone,Serie A,25,13,13,1148,12.8,0,4,4,0,0.00,0.31,0.03,0.06,0.10,0.03,0.10
1611,Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,31,31,25,2272,25.2,1,0,1,1,0.04,0.00,0.06,0.01,0.07,0.06,0.07
1612,Óscar de Marcos,ESP,DF,Athletic Club,La Liga,34,28,26,2258,25.1,1,5,6,1,0.04,0.20,0.03,0.12,0.15,0.03,0.15
1613,Alberto Marí,ESP,FW,Valencia,La Liga,22,16,2,276,3.1,1,1,2,0,0.33,0.33,0.60,0.28,0.88,0.39,0.67
1614,José Mari,ESP,"MF,FW",Cádiz,La Liga,35,3,0,14,0.2,0,0,0,0,0.00,0.00,0.00,0.18,0.18,0.00,0.18
1615,Pablo Marí,ESP,DF,Monza,Serie A,29,34,30,2615,29.1,0,0,0,0,0.00,0.00,0.01,0.01,0.02,0.01,0.02
1616,José María Giménez,URU,DF,Atlético Madrid,La Liga,28,22,14,1326,14.7,0,0,0,0,0.00,0.00,0.03,0.00,0.03,0.03,0.03
1617,Mariano,DOM,"FW,MF",Sevilla,La Liga,29,9,2,244,2.7,0,0,0,0,0.00,0.00,0.45,0.02,0.48,0.45,0.48
1618,Mirko Marić,CRO,FW,Monza,Serie A,28,10,1,287,3.2,1,0,1,1,0.31,0.00,0.27,0.15,0.42,0.27,0.42
1619,Rafa Marín,ESP,DF,Alavés,La Liga,21,33,27,2443,27.1,0,0,0,0,0.00,0.00,0.03,0.01,0.04,0.03,0.04
1620,Răzvan Marin,ROU,MF,Empoli,Serie A,27,30,20,1818,20.2,0,3,3,0,0.00,0.15,0.05,0.15,0.20,0.05,0.20
1621,Diego Mariño,ESP,GK,Almería,La Liga,33,1,1,90,1.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1622,Guillermo Maripán,CHI,DF,Monaco,Ligue 1,29,23,21,1767,19.6,1,0,1,1,0.05,0.00,0.02,0.02,0.05,0.02,0.05
1623,Mika Màrmol,ESP,DF,Las Palmas,La Liga,21,36,36,3178,35.3,0,1,1,0,0.00,0.03,0.00,0.03,0.03,0.00,0.03
1624,Omar Marmoush,EGY,"FW,MF",Eint Frankfurt,Bundesliga,24,29,27,2301,25.6,12,6,18,10,0.47,0.23,0.46,0.17,0.63,0.39,0.57
1625,Marquinhos,BRA,"FW,MF",Nantes,Ligue 1,20,7,1,154,1.7,0,0,0,0,0.00,0.00,0.15,0.43,0.58,0.15,0.58
1626,Marquinhos,BRA,DF,Paris S-G,Ligue 1,29,21,18,1537,17.1,0,1,1,0,0.00,0.06,0.03,0.03,0.05,0.03,0.05
1627,Unai Marrero,ESP,GK,Real Sociedad,La Liga,21,2,1,142,1.6,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1628,Agustín Martegani,ARG,MF,Salernitana,Serie A,23,18,6,731,8.1,1,0,1,1,0.12,0.00,0.07,0.06,0.13,0.07,0.13
1629,Eric Martel,GER,MF,Köln,Bundesliga,21,30,29,2457,27.3,1,1,2,1,0.04,0.04,0.08,0.04,0.12,0.08,0.12
1630,Roger Martí,ESP,FW,Cádiz,La Liga,32,23,18,1359,15.1,2,3,5,2,0.13,0.20,0.18,0.19,0.37,0.18,0.37
1631,Anthony Martial,FRA,FW,Manchester Utd,Premier League,27,13,5,448,5.0,1,0,1,1,0.20,0.00,0.25,0.05,0.29,0.25,0.29
1632,Aarón Martín,ESP,DF,Genoa,Serie A,26,22,17,1376,15.3,0,1,1,0,0.00,0.07,0.01,0.11,0.12,0.01,0.12
1633,Iván Martín,ESP,MF,Girona,La Liga,24,36,33,2729,30.3,5,4,9,5,0.16,0.13,0.09,0.11,0.21,0.09,0.21
1634,Jon Martin,ESP,DF,Real Sociedad,La Liga,17,1,0,24,0.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1635,Jonas Martin,FRA,MF,Brest,Ligue 1,33,31,9,1208,13.4,0,1,1,0,0.00,0.07,0.09,0.07,0.15,0.09,0.15
1636,Mario Martín,ESP,MF,Real Madrid,La Liga,19,2,0,18,0.2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1637,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,22,35,24,2019,22.4,6,4,10,6,0.27,0.18,0.31,0.27,0.58,0.31,0.58
1638,Tommaso Martinelli,ITA,GK,Fiorentina,Serie A,17,1,1,90,1.0,0,0,0,0,0.00,0.00,,,,,
1639,Arnau Martinez,ESP,DF,Girona,La Liga,20,21,14,1241,13.8,0,2,2,0,0.00,0.15,0.01,0.10,0.12,0.01,0.12
1640,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,30,34,34,3015,33.5,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1641,Iñigo Martínez,ESP,DF,Barcelona,La Liga,32,20,13,1296,14.4,0,0,0,0,0.00,0.00,0.03,0.00,0.03,0.03,0.03
1642,Josep Martinez,ESP,GK,Genoa,Serie A,25,36,36,3239,36.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1643,Lautaro Martínez,ARG,FW,Inter,Serie A,25,33,31,2656,29.5,24,3,27,22,0.81,0.10,0.60,0.12,0.72,0.52,0.64
1644,Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,25,11,8,646,7.2,0,1,1,0,0.00,0.14,0.00,0.01,0.01,0.00,0.01
1645,Marc Martínez,ESP,GK,Granada,La Liga,33,3,3,270,3.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1646,Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,27,29,26,2291,25.5,5,1,6,5,0.20,0.04,0.11,0.07,0.18,0.11,0.18
1647,Adam Marušić,MNE,DF,Lazio,Serie A,30,37,37,3100,34.4,1,0,1,1,0.03,0.00,0.01,0.02,0.04,0.01,0.04
1648,Marvin,ESP,"FW,DF",Las Palmas,La Liga,23,31,17,1855,20.6,0,2,2,0,0.00,0.10,0.05,0.12,0.17,0.05,0.17
1649,Omar Mascarell,EQG,MF,Mallorca,La Liga,30,29,18,1571,17.5,0,0,0,0,0.00,0.00,0.02,0.00,0.02,0.02,0.02
1650,Adam Masina,MAR,DF,Udinese,Serie A,29,4,1,64,0.7,0,0,0,0,0.00,0.00,0.08,0.00,0.08,0.08,0.08
1651,Adam Masina,MAR,DF,Torino,Serie A,29,16,10,1024,11.4,0,0,0,0,0.00,0.00,0.02,0.02,0.04,0.02,0.04
1652,Erhan Mašović,SRB,"DF,MF",Bochum,Bundesliga,24,29,24,2219,24.7,0,0,0,0,0.00,0.00,0.04,0.01,0.06,0.04,0.06
1653,Han-Noah Massengo,FRA,"MF,DF",Burnley,Premier League,22,3,0,16,0.2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1654,Roberto Massimo,GER,"FW,DF",Stuttgart,Bundesliga,22,5,0,84,0.9,0,0,0,0,0.00,0.00,0.00,0.04,0.04,0.00,0.04
1655,Clinton Mata,ANG,DF,Lyon,Ligue 1,30,28,25,2220,24.7,0,3,3,0,0.00,0.12,0.02,0.09,0.11,0.02,0.11
1656,Jaime Mata,ESP,"FW,MF",Getafe,La Liga,34,35,22,1787,19.9,5,1,6,5,0.25,0.05,0.28,0.08,0.36,0.28,0.36
1657,Pape Matar Sarr,SEN,MF,Tottenham,Premier League,20,34,27,2069,23.0,3,3,6,3,0.13,0.13,0.15,0.10,0.25,0.15,0.25
1658,Eliot Matazo,BEL,MF,Monaco,Ligue 1,21,6,0,102,1.1,0,1,1,0,0.00,0.88,0.07,0.91,0.98,0.07,0.98
1659,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,26,35,25,2282,25.4,16,5,21,14,0.63,0.20,0.43,0.12,0.56,0.37,0.49
1660,Nemanja Matić,SRB,MF,Rennes,Ligue 1,34,13,11,1027,11.4,0,0,0,0,0.00,0.00,0.03,0.07,0.10,0.03,0.10
1661,Nemanja Matić,SRB,MF,Lyon,Ligue 1,34,15,15,1254,13.9,0,0,0,0,0.00,0.00,0.02,0.04,0.06,0.02,0.06
1662,Joël Matip,CMR,DF,Liverpool,Premier League,31,10,9,781,8.7,0,0,0,0,0.00,0.00,0.06,0.01,0.06,0.06,0.06
1663,Alex Matos,ENG,MF,Chelsea,Premier League,18,1,0,1,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1664,Chrislain Matsima,FRA,DF,Clermont Foot,Ligue 1,21,14,13,1180,13.1,1,0,1,1,0.08,0.00,0.01,0.00,0.01,0.01,0.01
1665,Chrislain Matsima,FRA,DF,Monaco,Ligue 1,21,6,3,298,3.3,0,1,1,0,0.00,0.30,0.04,0.02,0.06,0.04,0.06
1666,Jean Mattéo Bahoya,FRA,"MF,FW",Eint Frankfurt,Bundesliga,18,8,1,177,2.0,0,0,0,0,0.00,0.00,0.00,0.03,0.03,0.00,0.03
1667,Remi Matthews,ENG,GK,Crystal Palace,Premier League,29,1,0,4,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1668,Alan Matturro,URU,DF,Genoa,Serie A,18,6,1,106,1.2,0,0,0,0,0.00,0.00,0.06,0.00,0.06,0.06,0.06
1669,Azor Matusiwa,NED,MF,Reims,Ligue 1,25,16,16,1385,15.4,1,0,1,1,0.06,0.00,0.04,0.04,0.09,0.04,0.09
1670,Azor Matusiwa,NED,MF,Rennes,Ligue 1,25,12,9,794,8.8,0,1,1,0,0.00,0.11,0.04,0.04,0.08,0.04,0.08
1671,Neal Maupay,FRA,FW,Brentford,Premier League,26,29,13,1321,14.7,6,3,9,6,0.41,0.20,0.39,0.16,0.55,0.39,0.55
1672,Neal Maupay,FRA,FW,Everton,Premier League,26,2,1,111,1.2,0,0,0,0,0.00,0.00,1.16,0.05,1.22,1.16,1.22
1673,Aïman Maurer,MAR,"MF,FW",Clermont Foot,Ligue 1,18,5,0,56,0.6,0,0,0,0,0.00,0.00,0.20,0.00,0.20,0.20,0.20
1674,Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,25,19,16,1500,16.7,1,0,1,1,0.06,0.00,0.07,0.01,0.08,0.07,0.08
1675,Christian Mawissa,FRA,DF,Toulouse,Ligue 1,18,17,12,1118,12.4,2,0,2,2,0.16,0.00,0.08,0.02,0.10,0.08,0.10
1676,Philipp Max,GER,DF,Eint Frankfurt,Bundesliga,29,23,17,1350,15.0,1,2,3,1,0.07,0.13,0.02,0.18,0.20,0.02,0.20
1677,Eric Maxim Choupo-Moting,CMR,"MF,FW",Bayern Munich,Bundesliga,34,27,7,717,8.0,2,2,4,2,0.25,0.25,0.57,0.23,0.80,0.57,0.80
1678,Luís Maximiano,POR,GK,Almería,La Liga,24,33,33,2970,33.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1679,Noam Mayoka-Tika,BEL,MF,Marseille,Ligue 1,19,1,0,1,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1680,Borja Mayoral,ESP,FW,Getafe,La Liga,26,27,25,2153,23.9,15,1,16,11,0.63,0.04,0.50,0.06,0.55,0.36,0.42
1681,Senny Mayulu,FRA,"FW,MF",Paris S-G,Ligue 1,17,8,3,324,3.6,0,1,1,0,0.00,0.28,0.04,0.13,0.17,0.04,0.17
1682,Youssef Maziz,FRA,"FW,MF",Metz,Ligue 1,25,2,2,124,1.4,1,0,1,1,0.73,0.00,0.08,0.04,0.12,0.08,0.12
1683,Noussair Mazraoui,MAR,DF,Bayern Munich,Bundesliga,25,19,15,1197,13.3,0,3,3,0,0.00,0.23,0.07,0.13,0.20,0.07,0.20
1684,Luca Mazzitelli,ITA,MF,Frosinone,Serie A,27,29,26,2210,24.6,5,0,5,5,0.20,0.00,0.09,0.05,0.14,0.09,0.14
1685,Pasquale Mazzocchi,ITA,DF,Salernitana,Serie A,28,18,16,1272,14.1,0,1,1,0,0.00,0.07,0.02,0.09,0.11,0.02,0.11
1686,Pasquale Mazzocchi,ITA,DF,Napoli,Serie A,28,10,4,428,4.8,0,1,1,0,0.00,0.21,0.03,0.04,0.08,0.03,0.08
1687,Kevin Mbabu,SUI,DF,Augsburg,Bundesliga,28,25,22,2047,22.7,0,2,2,0,0.00,0.09,0.01,0.09,0.09,0.01,0.09
1688,Noah Mbamba,BEL,MF,Leverkusen,Bundesliga,18,3,0,16,0.2,0,1,1,0,0.00,5.63,0.14,3.16,3.30,0.14,3.30
1689,Ethan Mbappé,FRA,"MF,DF",Paris S-G,Ligue 1,16,3,0,48,0.5,0,0,0,0,0.00,0.00,0.27,0.00,0.27,0.27,0.27
1690,Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,24,29,24,2158,24.0,27,7,34,21,1.13,0.29,0.87,0.24,1.11,0.60,0.84
1691,Malick Mbaye,SEN,"MF,FW",Metz,Ligue 1,19,5,1,153,1.7,0,0,0,0,0.00,0.00,0.26,0.11,0.37,0.26,0.37
1692,Mamadou Mbaye,SEN,DF,Cádiz,La Liga,25,4,2,288,3.2,0,0,0,0,0.00,0.00,0.11,0.00,0.11,0.11,0.11
1693,Chancel Mbemba,COD,DF,Marseille,Ligue 1,28,25,25,2207,24.5,2,2,4,2,0.08,0.08,0.07,0.04,0.12,0.07,0.12
1694,Nolan Mbemba,CGO,MF,Le Havre,Ligue 1,28,6,0,22,0.2,1,0,1,1,4.09,0.00,0.17,0.00,0.17,0.17,0.17
1695,Bryan Mbeumo,CMR,FW,Brentford,Premier League,23,25,22,1960,21.8,9,6,15,6,0.41,0.28,0.45,0.21,0.66,0.34,0.55
1696,Christ Mbondi,FRA,FW,Reims,Ligue 1,18,1,0,2,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1697,Jordi Mboula,ESP,"FW,MF",Hellas Verona,Serie A,24,11,5,307,3.4,0,1,1,0,0.00,0.29,0.06,0.11,0.17,0.06,0.17
1698,Nathanael Mbuku,FRA,FW,Augsburg,Bundesliga,21,1,0,5,0.1,0,0,0,0,0.00,0.00,0.56,0.69,1.25,0.56,1.25
1699,James Mcatee,ENG,"MF,FW",Sheffield Utd,Premier League,20,30,20,1822,20.2,3,3,6,2,0.15,0.15,0.15,0.15,0.30,0.11,0.26
1700,James Mcatee,ENG,MF,Manchester City,Premier League,20,1,0,1,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1701,Oliver McBurnie,SCO,FW,Sheffield Utd,Premier League,27,21,15,1280,14.2,6,3,9,4,0.42,0.21,0.48,0.14,0.62,0.37,0.51
1702,James McConnell,ENG,MF,Liverpool,Premier League,18,3,0,4,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1703,John McGinn,SCO,"MF,FW",Aston Villa,Premier League,28,35,35,2999,33.3,6,4,10,6,0.18,0.12,0.15,0.14,0.29,0.15,0.29
1704,Scott McKenna,SCO,DF,Nott'ham Forest,Premier League,26,5,5,416,4.6,0,0,0,0,0.00,0.00,0.05,0.04,0.08,0.05,0.08
1705,Weston McKennie,USA,"MF,DF",Juventus,Serie A,24,34,29,2594,28.8,0,7,7,0,0.00,0.24,0.10,0.13,0.24,0.10,0.24
1706,Dwight McNeil,ENG,"MF,FW",Everton,Premier League,23,35,33,2892,32.1,3,6,9,3,0.09,0.19,0.11,0.27,0.38,0.11,0.38
1707,Scott McTominay,SCO,"MF,FW",Manchester Utd,Premier League,26,32,18,1901,21.1,7,1,8,7,0.33,0.05,0.27,0.04,0.31,0.27,0.31
1708,Facundo Medina,ARG,DF,Lens,Ligue 1,24,31,30,2714,30.2,1,3,4,1,0.03,0.10,0.04,0.06,0.10,0.04,0.10
1709,Ben Mee,ENG,DF,Brentford,Premier League,33,16,15,1272,14.1,2,0,2,2,0.14,0.00,0.10,0.02,0.13,0.10,0.13
1710,Marvin Mehlem,GER,MF,Darmstadt 98,Bundesliga,25,20,19,1482,16.5,3,2,5,3,0.18,0.12,0.23,0.07,0.30,0.23,0.30
1711,Bamo Meïté,CIV,DF,Marseille,Ligue 1,21,16,6,638,7.1,0,0,0,0,0.00,0.00,0.01,0.00,0.01,0.01,0.01
1712,Bamo Meïté,CIV,DF,Lorient,Ligue 1,21,2,2,146,1.6,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1713,Hannibal Mejbri,TUN,"MF,FW",Manchester Utd,Premier League,20,5,1,133,1.5,1,0,1,1,0.68,0.00,0.02,0.25,0.27,0.02,0.27
1714,Hannibal Mejbri,TUN,MF,Sevilla,La Liga,20,6,1,104,1.2,0,0,0,0,0.00,0.00,0.01,0.39,0.40,0.01,0.40
1715,Óscar Melendo,ESP,"MF,FW",Granada,La Liga,25,26,15,1122,12.5,0,0,0,0,0.00,0.00,0.04,0.04,0.07,0.04,0.07
1716,Gonzalo Melero,ESP,"MF,FW",Almería,La Liga,29,28,10,1103,12.3,1,1,2,1,0.08,0.08,0.16,0.10,0.26,0.16,0.26
1717,Birger Meling,NOR,DF,Rennes,Ligue 1,28,1,0,16,0.2,0,0,0,0,0.00,0.00,0.80,0.00,0.80,0.80,0.80
1718,Arthur Melo,BRA,MF,Fiorentina,Serie A,26,33,23,1986,22.1,2,3,5,1,0.09,0.14,0.05,0.08,0.13,0.01,0.09
1719,Memphis,NED,FW,Atlético Madrid,La Liga,29,23,9,893,9.9,5,1,6,5,0.50,0.10,0.58,0.18,0.76,0.58,0.76
1720,Houboulang Mendes,GNB,DF,Almería,La Liga,25,7,4,396,4.4,0,0,0,0,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1721,Nuno Mendes,POR,DF,Paris S-G,Ligue 1,21,6,2,267,3.0,1,1,2,1,0.34,0.34,0.11,0.14,0.25,0.11,0.25
1722,Tomás Mendes,ESP,MF,Alavés,La Liga,18,1,0,6,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1723,Brais Méndez,ESP,"MF,FW",Real Sociedad,La Liga,26,32,27,2413,26.8,5,6,11,5,0.19,0.22,0.16,0.16,0.31,0.16,0.31
1724,Bruno Méndez,URU,DF,Granada,La Liga,23,17,15,1333,14.8,2,0,2,2,0.14,0.00,0.04,0.01,0.05,0.04,0.05
1725,Diego Méndez,ESP,MF,Rayo Vallecano,La Liga,19,1,0,5,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1726,Leonardo Mendicino,ITA,MF,Atalanta,Serie A,17,1,0,1,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1727,Antoine Mendy,FRA,DF,Nice,Ligue 1,19,10,4,418,4.6,0,0,0,0,0.00,0.00,0.02,0.08,0.10,0.02,0.10
1728,Benjamin Mendy,FRA,DF,Lorient,Ligue 1,29,15,7,711,7.9,2,1,3,2,0.25,0.13,0.14,0.24,0.38,0.14,0.38
1729,Ferland Mendy,FRA,DF,Real Madrid,La Liga,28,23,21,1720,19.1,0,0,0,0,0.00,0.00,0.01,0.05,0.06,0.01,0.06
1730,Formose Mendy,SEN,DF,Lorient,Ligue 1,22,18,13,1256,14.0,0,0,0,0,0.00,0.00,0.02,0.00,0.03,0.02,0.03
1731,Nampalys Mendy,SEN,MF,Lens,Ligue 1,31,16,13,1052,11.7,0,1,1,0,0.00,0.09,0.02,0.09,0.11,0.02,0.11
1732,Teden Mengi,ENG,DF,Luton Town,Premier League,21,30,28,2469,27.4,1,0,1,1,0.04,0.00,0.02,0.01,0.03,0.02,0.03
1733,Chris Mepham,WAL,DF,Bournemouth,Premier League,25,10,6,617,6.9,0,1,1,0,0.00,0.15,0.01,0.06,0.07,0.01,0.07
1734,Jorge Meré,ESP,DF,Cádiz,La Liga,26,10,8,673,7.5,0,0,0,0,0.00,0.00,0.02,0.00,0.02,0.02,0.02
1735,Alex Meret,ITA,GK,Napoli,Serie A,26,31,31,2773,30.8,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1736,Mikel Merino,ESP,MF,Real Sociedad,La Liga,27,32,27,2482,27.6,5,3,8,5,0.18,0.11,0.12,0.07,0.19,0.12,0.19
1737,Quentin Merlin,FRA,DF,Marseille,Ligue 1,21,10,8,703,7.8,0,1,1,0,0.00,0.13,0.02,0.15,0.16,0.02,0.16
1738,Quentin Merlin,FRA,DF,Nantes,Ligue 1,21,16,15,1283,14.3,0,1,1,0,0.00,0.07,0.05,0.09,0.14,0.05,0.14
1739,Junior Messias,BRA,"MF,DF",Genoa,Serie A,32,18,13,1053,11.7,1,0,1,1,0.09,0.00,0.14,0.11,0.25,0.14,0.25
1740,Thomas Meunier,BEL,DF,Dortmund,Bundesliga,31,8,7,586,6.5,0,0,0,0,0.00,0.00,0.08,0.10,0.18,0.08,0.18
1741,Bastien Meupiyou,FRA,DF,Nantes,Ligue 1,17,1,1,8,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1742,Alexander Meyer,GER,GK,Dortmund,Bundesliga,32,8,7,695,7.7,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1743,Omenuke Mfulu,COD,"MF,FW",Las Palmas,La Liga,29,5,1,82,0.9,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1744,Lucas Michal,FRA,FW,Monaco,Ligue 1,18,1,0,7,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1745,Sven Michel,GER,"FW,MF",Augsburg,Bundesliga,33,22,5,583,6.5,2,1,3,1,0.31,0.15,0.37,0.13,0.50,0.13,0.26
1746,Miguel,ESP,"FW,MF",Alavés,La Liga,23,3,1,65,0.7,0,0,0,0,0.00,0.00,0.13,0.00,0.13,0.13,0.13
1747,Georges Mikautadze,GEO,FW,Metz,Ligue 1,22,20,20,1747,19.4,13,4,17,10,0.67,0.21,0.49,0.12,0.61,0.37,0.49
1748,Nikola Milenković,SRB,DF,Fiorentina,Serie A,25,34,27,2510,27.9,0,0,0,0,0.00,0.00,0.01,0.03,0.04,0.01,0.04
1749,Lewis Miley,ENG,MF,Newcastle Utd,Premier League,17,17,14,1202,13.4,1,3,4,1,0.07,0.22,0.09,0.13,0.22,0.09,0.22
1750,Arkadiusz Milik,POL,FW,Juventus,Serie A,29,32,7,919,10.2,4,1,5,4,0.39,0.10,0.50,0.26,0.75,0.50,0.75
1751,Vanja Milinković-Savić,SRB,GK,Torino,Serie A,26,36,36,3240,36.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1752,Éder Militão,BRA,DF,Real Madrid,La Liga,25,10,6,496,5.5,0,0,0,0,0.00,0.00,0.02,0.00,0.02,0.02,0.02
1753,Luis Milla,ESP,MF,Getafe,La Liga,28,27,25,2115,23.5,0,1,1,0,0.00,0.04,0.03,0.07,0.10,0.03,0.10
1754,Enzo Millot,FRA,"MF,FW",Stuttgart,Bundesliga,21,31,27,2241,24.9,5,4,9,4,0.20,0.16,0.21,0.16,0.37,0.18,0.34
1755,James Milner,ENG,"DF,MF",Brighton,Premier League,37,15,11,773,8.6,0,2,2,0,0.00,0.23,0.03,0.21,0.24,0.03,0.24
1756,Jovan Milošević,SRB,"FW,MF",Stuttgart,Bundesliga,18,5,0,28,0.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1757,Marko Milovanović,SRB,"FW,MF",Almería,La Liga,19,11,2,308,3.4,1,0,1,1,0.29,0.00,0.45,0.03,0.47,0.45,0.47
1758,Kim Min-jae,KOR,DF,Bayern Munich,Bundesliga,26,25,22,1970,21.9,1,1,2,1,0.05,0.05,0.04,0.02,0.05,0.04,0.05
1759,Yerry Mina,COL,"DF,MF",Fiorentina,Serie A,28,4,0,44,0.5,0,0,0,0,0.00,0.00,0.12,0.00,0.12,0.12,0.12
1760,Yerry Mina,COL,DF,Cagliari,Serie A,28,14,14,1215,13.5,2,0,2,1,0.15,0.00,0.10,0.00,0.10,0.04,0.04
1761,Takumi Minamino,JPN,MF,Monaco,Ligue 1,28,30,25,2117,23.5,9,6,15,9,0.38,0.26,0.25,0.21,0.46,0.25,0.46
1762,Lucas Mincarelli,FRA,"DF,MF",Montpellier,Ligue 1,19,13,12,978,10.9,1,1,2,1,0.09,0.09,0.03,0.05,0.09,0.03,0.09
1763,Tyrone Mings,ENG,DF,Aston Villa,Premier League,30,1,1,30,0.3,0,0,0,0,0.00,0.00,0.02,0.07,0.09,0.02,0.09
1764,Óscar Mingueza,ESP,"DF,MF",Celta Vigo,La Liga,24,38,33,2998,33.3,2,2,4,2,0.06,0.06,0.08,0.12,0.20,0.08,0.20
1765,Ignasi Miquel,ESP,DF,Granada,La Liga,30,34,33,2992,33.2,1,1,2,1,0.03,0.03,0.04,0.04,0.08,0.04,0.08
1766,Rafa Mir,ESP,"FW,MF",Sevilla,La Liga,26,15,3,391,4.3,2,0,2,2,0.46,0.00,0.33,0.07,0.39,0.33,0.39
1767,Ignacio Miramon,ARG,MF,Lille,Ligue 1,20,2,1,39,0.4,0,0,0,0,0.00,0.00,0.12,0.00,0.12,0.12,0.12
1768,Aleksei Miranchuk,RUS,"MF,FW",Atalanta,Serie A,27,27,12,1176,13.1,3,5,8,3,0.23,0.38,0.41,0.31,0.72,0.41,0.72
1769,Juan Miranda,ESP,DF,Betis,La Liga,23,25,21,1858,20.6,1,1,2,1,0.05,0.05,0.08,0.09,0.17,0.08,0.17
1770,Kevin Miranda,ITA,DF,Sassuolo,Serie A,20,1,0,14,0.2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1771,Antonio Mirante,ITA,GK,Milan,Serie A,40,2,2,177,2.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1772,Fabio Miretti,ITA,MF,Juventus,Serie A,19,25,16,1103,12.3,1,1,2,1,0.08,0.08,0.10,0.09,0.19,0.10,0.19
1773,Filippo Missori,ITA,DF,Sassuolo,Serie A,19,8,2,266,3.0,0,0,0,0,0.00,0.00,0.10,0.02,0.11,0.10,0.11
1774,Tyrick Mitchell,ENG,"DF,MF",Crystal Palace,Premier League,23,37,37,3204,35.6,2,3,5,2,0.06,0.08,0.04,0.08,0.12,0.04,0.12
