,Player,Market Value,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90,Touches90,TakeOnAtt90,TakeOnSucc90,Succ%,Carries90,CarriesTotDist90,CarriesPrgDist90,PrgC90,Caries1/3(90),CPA90,Mis90,Dis90,Rec90,PrgR90,TklAPlayers90,TklW90,TklADribblers90,TklAttDri90,Tkl%,Bl90,ShBl90,PassBl90,Int90,Clr90,Err90
605,Gabriel Martinelli,70.0,BRA,FW,Arsenal,Premier League,22.0,35,24,2019,22.4,6,4,10,6,0.27,0.18,0.31,0.27,0.58,0.31,0.58,58,20,34.5,2.59,0.89,0.1,0.3,15.6,6.8,6.8,0.12,-0.8,-0.8,32.32,41.47,77.9,491.21,89.64,6.1,5.2,-2.1,2.05,0.98,1.47,0.31,2.9,55.40178571428572,5.089285714285714,1.7857142857142858,35.1,38.21428571428572,261.74107142857144,133.08035714285714,5.669642857142858,2.1875,3.660714285714286,2.410714285714286,1.830357142857143,42.67857142857143,15.401785714285715,1.34,1.07,0.58,1.43,40.6,1.03,0.04,0.98,0.22,0.4,0.04
607,Leroy Sané,70.0,GER,FW,Bayern Munich,Bundesliga,27.0,27,25,2137,23.7,8,11,19,8,0.34,0.46,0.46,0.46,0.92,0.46,0.92,73,28,38.4,3.07,1.18,0.11,0.29,17.6,10.9,10.9,0.15,-2.9,-2.9,37.05,46.33,80.0,542.62,128.1,10.8,9.5,0.2,3.04,1.81,1.98,0.08,4.77,58.9873417721519,7.046413502109705,3.924050632911392,55.7,39.493670886075954,320.63291139240505,171.30801687763713,5.105485232067511,3.586497890295359,1.8565400843881856,2.6582278481012658,1.7721518987341771,45.78059071729958,11.561181434599156,0.63,0.34,0.17,0.8,21.1,0.51,0.0,0.51,0.3,0.13,0.0
338,James Maddison,70.0,ENG,MF,Tottenham,Premier League,26.0,28,26,2135,23.7,4,9,13,4,0.17,0.38,0.27,0.25,0.52,0.27,0.52,58,23,39.7,2.44,0.97,0.07,0.17,19.2,6.4,6.4,0.11,-2.4,-2.4,51.05,63.29,80.7,823.33,263.76,5.9,6.3,3.1,2.83,5.49,2.49,0.13,9.45,73.75527426160338,3.4177215189873418,1.350210970464135,39.5,52.78481012658228,269.831223628692,109.24050632911391,2.4472573839662446,2.5316455696202533,1.3080168776371308,1.4767932489451476,1.4345991561181437,60.33755274261603,6.582278481012659,1.39,0.8,0.63,1.22,51.7,0.63,0.13,0.51,0.55,0.42,0.04
2,Gabriel Magalhães,70.0,BRA,DF,Arsenal,Premier League,25.0,36,34,3044,33.8,4,0,4,4,0.12,0.0,0.13,0.02,0.15,0.13,0.15,31,10,32.3,0.92,0.3,0.13,0.4,7.9,4.3,4.3,0.14,-0.3,-0.3,56.63,63.82,88.7,950.38,307.34,0.7,0.7,-0.7,0.09,4.23,0.27,0.03,3.46,72.39644970414201,0.1479289940828402,0.0591715976331361,40.0,42.81065088757397,177.54437869822488,102.2189349112426,0.3846153846153846,1.0946745562130178,0.029585798816568,0.3550295857988166,0.0887573964497041,50.35502958579882,0.2366863905325444,1.42,0.83,0.5,0.65,77.3,1.3,0.98,0.33,0.92,2.96,0.03
4,Trent Alexander-Arnold,70.0,ENG,DF,Liverpool,Premier League,24.0,28,25,2155,23.9,3,4,7,3,0.13,0.17,0.11,0.3,0.41,0.1,0.4,47,8,17.0,1.96,0.33,0.06,0.38,24.4,2.6,2.3,0.05,0.4,0.7,64.98,86.28,75.3,1271.38,520.25,7.2,6.1,-3.2,2.68,8.45,2.38,0.75,8.58,96.06694560669456,2.175732217573222,1.171548117154812,53.8,52.30125523012553,238.5355648535565,113.97489539748956,1.882845188284519,2.00836820083682,0.2928870292887029,1.1297071129707117,0.2510460251046025,62.42677824267783,4.058577405857741,1.63,1.09,1.13,3.64,31.0,0.92,0.08,0.84,1.3,2.01,0.21
3,Alessandro Bastoni,70.0,ITA,DF,Inter,Serie A,24.0,28,28,2268,25.2,1,3,4,1,0.04,0.12,0.05,0.13,0.18,0.05,0.18,15,6,40.0,0.6,0.24,0.07,0.17,13.3,1.2,1.2,0.08,-0.2,-0.2,66.31,76.79,86.4,1271.71,415.6,3.4,3.1,-0.4,0.87,5.36,1.39,0.56,5.63,84.40476190476191,0.753968253968254,0.3968253968253968,52.6,56.90476190476191,289.44444444444446,173.05555555555557,2.5,2.619047619047619,0.2380952380952381,0.4761904761904762,0.3968253968253968,63.96825396825397,3.055555555555556,1.83,1.31,1.03,1.59,65.0,0.99,0.44,0.56,0.91,1.9,0.04
337,Kai Havertz,70.0,GER,"MF,FW",Arsenal,Premier League,24.0,37,30,2634,29.3,13,7,20,12,0.44,0.24,0.42,0.15,0.57,0.39,0.54,68,27,39.7,2.32,0.92,0.18,0.44,12.4,12.3,11.6,0.17,0.7,0.4,26.08,32.59,80.0,327.06,82.08,4.4,4.3,2.6,1.57,2.22,0.99,0.03,3.38,43.7542662116041,1.4334470989761092,0.5460750853242321,38.1,23.41296928327645,105.01706484641636,52.28668941979522,1.877133105802048,1.2286689419795225,0.7849829351535836,1.8430034129692832,1.1945392491467577,31.331058020477816,6.51877133105802,1.19,0.51,0.48,1.33,35.9,0.89,0.03,0.85,0.68,0.75,0.0
339,Bernardo Silva,70.0,POR,"MF,FW",Manchester City,Premier League,28.0,33,29,2578,28.6,6,9,15,6,0.21,0.31,0.13,0.27,0.4,0.13,0.4,34,15,44.1,1.19,0.52,0.18,0.4,15.9,3.7,3.7,0.11,2.3,2.3,58.43,67.69,86.3,878.95,183.43,7.6,8.0,1.4,2.24,3.5,1.71,0.35,6.19,76.7132867132867,2.132867132867133,1.3286713286713283,62.3,52.44755244755245,295.45454545454544,158.88111888111888,4.895104895104895,2.5874125874125875,1.2937062937062938,1.503496503496503,1.1888111888111887,61.43356643356643,9.09090909090909,1.78,0.8,0.87,1.99,43.9,1.12,0.14,0.98,0.59,0.52,0.03
336,Frenkie de Jong,70.0,NED,MF,Barcelona,La Liga,26.0,20,20,1634,18.2,2,0,2,2,0.11,0.0,0.04,0.12,0.16,0.04,0.16,7,4,57.1,0.39,0.22,0.29,0.5,20.4,0.7,0.7,0.1,1.3,1.3,84.73,91.98,92.1,1295.66,390.88,2.2,4.9,-2.2,1.15,10.27,1.87,0.38,9.23,101.09890109890112,1.3186813186813189,0.7142857142857143,54.2,66.31868131868133,400.21978021978026,238.7912087912088,3.791208791208792,2.857142857142857,0.1648351648351648,0.7692307692307693,0.934065934065934,80.6043956043956,2.087912087912088,2.36,1.43,0.44,1.04,42.1,0.99,0.44,0.55,0.77,1.54,0.05
608,Rasmus Højlund,65.0,DEN,FW,Manchester Utd,Premier League,20.0,30,25,2158,24.0,10,2,12,10,0.42,0.08,0.32,0.07,0.38,0.32,0.38,38,20,52.6,1.58,0.83,0.26,0.5,11.6,7.6,7.6,0.2,2.4,2.4,12.67,16.75,75.6,148.0,36.83,1.6,0.9,0.4,1.17,0.58,0.58,0.04,1.38,25.5,1.5833333333333333,0.75,47.4,14.833333333333334,87.5,45.875,1.5,1.0833333333333333,0.625,2.083333333333333,1.2083333333333333,17.875,4.625,0.46,0.29,0.21,0.54,38.5,0.38,0.04,0.33,0.04,0.79,0.0
5,Matthijs de Ligt,65.0,NED,DF,Bayern Munich,Bundesliga,23.0,22,16,1390,15.4,2,0,2,2,0.13,0.0,0.11,0.01,0.12,0.11,0.12,14,6,42.9,0.91,0.39,0.14,0.33,9.7,1.7,1.7,0.12,0.3,0.3,72.73,77.47,93.9,1417.01,460.45,0.1,0.6,-0.1,0.19,7.08,0.06,0.06,6.36,86.36363636363636,0.1298701298701298,0.1298701298701298,100.0,55.259740259740255,283.961038961039,157.33766233766232,1.0389610389610389,0.974025974025974,0.1298701298701298,0.5844155844155844,0.1298701298701298,66.36363636363636,0.3896103896103896,0.97,0.78,0.39,0.71,54.5,0.91,0.65,0.26,1.23,3.38,0.0
611,Ollie Watkins,65.0,ENG,FW,Aston Villa,Premier League,27.0,37,37,3217,35.7,19,13,32,19,0.53,0.36,0.47,0.21,0.68,0.47,0.68,107,47,43.9,2.99,1.31,0.18,0.4,12.8,16.8,16.8,0.16,2.2,2.2,12.86,17.06,75.4,163.31,26.11,7.3,4.2,5.7,1.26,0.64,0.62,0.0,1.54,26.83473389355742,1.7647058823529411,0.7282913165266106,41.3,16.274509803921568,86.41456582633053,41.03641456582633,1.7366946778711485,1.0364145658263304,1.148459383753501,2.184873949579832,1.5966386554621848,21.316526610644257,5.994397759103641,0.34,0.2,0.14,0.31,45.5,0.73,0.11,0.62,0.11,0.56,0.0
341,Lucas Paquetá,65.0,BRA,"FW,MF",West Ham,Premier League,25.0,31,31,2622,29.1,4,6,10,2,0.14,0.21,0.18,0.18,0.37,0.13,0.32,40,8,20.0,1.37,0.27,0.05,0.25,17.8,5.4,3.8,0.1,-1.4,-1.8,37.18,50.34,73.9,569.11,200.76,5.4,5.1,0.6,1.48,4.91,1.72,0.27,6.43,63.4020618556701,2.646048109965636,1.40893470790378,53.2,37.90378006872852,154.2611683848797,60.85910652920962,1.1683848797250858,1.3745704467353952,0.4123711340206185,2.4742268041237114,2.783505154639175,46.39175257731959,3.9862542955326457,2.44,1.65,0.86,1.79,48.1,0.96,0.03,0.93,0.72,0.96,0.07
609,Gabriel Jesus,65.0,BRA,FW,Arsenal,Premier League,26.0,27,17,1478,16.4,4,5,9,4,0.24,0.3,0.39,0.23,0.62,0.39,0.62,55,19,34.5,3.35,1.16,0.07,0.21,12.2,6.3,6.3,0.12,-2.3,-2.3,24.57,31.28,78.6,324.09,59.21,3.8,3.2,1.2,1.77,1.1,1.16,0.06,2.56,47.6829268292683,4.573170731707317,2.1341463414634148,46.7,29.81707317073171,161.82926829268294,69.87804878048782,2.317073170731708,1.2804878048780488,1.524390243902439,3.719512195121952,2.317073170731708,34.57317073170732,9.451219512195122,1.46,1.04,0.3,1.1,27.8,1.4,0.06,1.34,0.79,0.73,0.0
610,Dušan Vlahović,65.0,SRB,FW,Juventus,Serie A,23.0,33,27,2307,25.6,16,4,20,14,0.62,0.16,0.65,0.09,0.74,0.52,0.61,106,35,33.0,4.14,1.37,0.13,0.4,15.8,16.6,13.3,0.13,-0.6,0.7,14.84,21.17,70.1,228.32,34.69,2.3,1.6,1.7,1.13,0.82,0.55,0.04,1.8,32.5390625,1.6796875,0.703125,41.9,18.4765625,78.6328125,32.8125,1.40625,0.7421875,0.78125,2.7734375,1.640625,24.8828125,6.796875,0.35,0.2,0.16,0.43,36.4,0.16,0.08,0.08,0.04,0.43,0.0
612,Marcus Thuram,65.0,FRA,FW,Inter,Serie A,25.0,35,34,2687,29.9,13,7,20,13,0.44,0.23,0.48,0.12,0.6,0.48,0.6,77,29,37.7,2.58,0.97,0.17,0.45,11.8,14.3,14.3,0.19,-1.3,-1.3,15.92,21.94,72.6,190.2,35.08,3.7,3.6,3.3,0.97,0.67,0.64,0.13,1.57,32.341137123745824,1.705685618729097,1.1036789297658864,64.7,18.06020066889632,116.38795986622074,56.72240802675586,2.274247491638796,0.9364548494983278,1.3377926421404682,2.709030100334448,1.1705685618729098,25.28428093645485,6.421404682274248,0.77,0.5,0.13,0.43,30.8,0.87,0.1,0.77,0.13,0.64,0.0
7,Cristian Romero,60.0,ARG,DF,Tottenham,Premier League,25.0,33,33,2790,31.0,5,0,5,5,0.16,0.0,0.11,0.01,0.13,0.11,0.13,24,9,37.5,0.77,0.29,0.21,0.56,10.5,3.5,3.5,0.14,1.5,1.5,77.1,84.06,91.7,1337.35,522.52,0.4,1.5,-0.4,0.23,6.1,0.45,0.0,5.77,94.29032258064515,0.2580645161290322,0.1612903225806451,62.5,63.12903225806452,301.9032258064516,194.3870967741936,1.032258064516129,1.3548387096774193,0.0,0.3870967741935484,0.1290322580645161,66.80645161290323,0.2580645161290322,2.13,1.29,1.03,1.42,72.7,1.48,0.71,0.77,1.42,3.42,0.03
614,Anthony Gordon,60.0,ENG,FW,Newcastle Utd,Premier League,22.0,35,34,2890,32.1,11,10,21,10,0.34,0.31,0.32,0.25,0.57,0.29,0.54,80,29,36.3,2.49,0.9,0.13,0.34,17.3,10.2,9.4,0.12,0.8,0.6,25.02,32.87,76.1,374.45,109.03,8.0,5.6,2.0,1.78,1.68,1.21,0.37,3.15,44.361370716510905,4.143302180685359,1.6822429906542056,40.6,29.75077881619937,237.4454828660436,114.26791277258566,4.299065420560748,2.2741433021806854,1.838006230529595,2.1806853582554515,1.2461059190031152,31.962616822429904,7.227414330218068,1.71,1.06,0.69,1.99,34.4,0.84,0.0,0.84,0.22,0.22,0.0
8,Theo Hernández,60.0,FRA,DF,Milan,Serie A,25.0,32,31,2791,31.0,5,4,9,4,0.16,0.13,0.16,0.14,0.3,0.11,0.25,55,16,29.1,1.77,0.52,0.07,0.25,20.7,4.9,3.4,0.06,0.1,0.6,55.39,64.32,86.1,845.16,291.19,4.3,4.6,-0.3,1.42,3.32,1.29,0.39,5.35,73.2258064516129,2.6129032258064515,1.1935483870967742,45.7,47.32258064516129,301.6774193548387,196.6129032258065,3.70967741935484,3.0,0.4193548387096774,0.967741935483871,0.7096774193548387,51.67741935483871,4.0,0.97,0.55,0.35,0.71,50.0,1.06,0.42,0.65,0.74,1.35,0.03
6,Achraf Hakimi,60.0,MAR,DF,Paris S-G,Ligue 1,24.0,25,20,1932,21.5,4,5,9,4,0.19,0.23,0.2,0.24,0.44,0.2,0.44,42,12,28.6,1.96,0.56,0.1,0.33,19.8,4.2,4.2,0.1,-0.2,-0.2,79.63,92.05,86.5,1179.35,375.53,5.2,4.2,-0.2,2.0,7.12,2.09,0.6,10.14,103.11627906976744,2.6511627906976742,1.255813953488372,47.4,81.95348837209302,428.6046511627907,229.86046511627907,3.9069767441860463,3.627906976744186,1.0232558139534884,1.5348837209302326,1.5348837209302326,78.09302325581395,10.69767441860465,1.35,0.88,0.79,1.58,50.0,1.3,0.19,1.12,0.56,1.3,0.09
616,Ousmane Dembélé,60.0,FRA,"MF,FW",Paris S-G,Ligue 1,26.0,26,17,1506,16.7,3,8,11,3,0.18,0.48,0.26,0.4,0.67,0.26,0.67,43,14,32.6,2.57,0.84,0.07,0.21,17.1,4.4,4.4,0.1,-1.4,-1.4,47.43,62.51,75.9,798.74,234.91,6.7,5.8,1.3,3.53,5.03,3.11,0.48,7.96,75.20958083832336,8.323353293413174,3.892215568862276,46.8,64.0119760479042,486.2275449101797,264.251497005988,9.580838323353294,6.287425149700599,3.1736526946107784,2.215568862275449,1.437125748502994,62.5748502994012,14.790419161676647,1.14,0.84,0.36,0.78,46.2,0.66,0.0,0.66,0.3,0.24,0.06
615,Loïs Openda,60.0,BEL,FW,RB Leipzig,Bundesliga,23.0,34,33,2697,30.0,24,7,31,22,0.8,0.23,0.74,0.19,0.93,0.66,0.85,118,59,50.0,3.94,1.97,0.19,0.37,14.2,22.1,19.7,0.17,1.9,2.3,11.6,17.47,66.4,152.03,34.17,5.8,4.6,1.2,1.17,0.7,0.7,0.17,1.5,28.666666666666668,2.1666666666666665,0.6666666666666666,30.8,18.166666666666668,97.43333333333334,49.1,2.566666666666667,1.0,1.2666666666666666,2.4,1.2666666666666666,21.433333333333334,7.533333333333333,0.1,0.1,0.0,0.2,0.0,0.63,0.1,0.53,0.17,0.47,0.0
613,Nico Williams,60.0,ESP,FW,Athletic Club,La Liga,21.0,31,29,2263,25.1,5,11,16,5,0.2,0.44,0.24,0.22,0.46,0.24,0.46,56,19,33.9,2.23,0.76,0.09,0.26,15.7,6.0,6.0,0.11,-1.0,-1.0,23.07,32.99,69.9,359.96,101.39,5.7,7.5,5.3,1.87,1.04,1.91,0.88,2.63,47.92828685258964,7.689243027888446,3.426294820717131,44.6,31.87250996015936,257.64940239043824,148.84462151394422,5.697211155378485,3.0677290836653386,2.47011952191235,3.0278884462151394,2.03187250996016,33.82470119521912,12.03187250996016,1.24,0.48,0.52,1.43,36.1,0.72,0.08,0.64,0.12,0.16,0.04
618,Jack Grealish,60.0,ENG,"FW,MF",Manchester City,Premier League,27.0,20,10,1009,11.2,3,1,4,3,0.27,0.09,0.19,0.22,0.41,0.19,0.41,22,5,22.7,1.96,0.45,0.14,0.6,16.1,2.1,2.1,0.09,0.9,0.9,44.55,51.79,86.0,627.86,95.45,2.5,2.8,-1.5,2.32,1.34,2.23,0.0,4.46,62.23214285714286,3.660714285714286,1.6071428571428572,43.9,46.60714285714286,359.375,185.7142857142857,7.767857142857143,4.107142857142858,4.464285714285714,1.6964285714285716,1.9642857142857144,51.60714285714286,13.035714285714286,1.16,0.71,0.54,1.07,50.0,1.16,0.18,0.98,0.54,0.45,0.0
617,Marcus Rashford,60.0,ENG,FW,Manchester Utd,Premier League,25.0,33,26,2271,25.2,7,2,9,5,0.28,0.08,0.29,0.09,0.38,0.23,0.32,60,19,31.7,2.38,0.75,0.08,0.26,16.8,7.4,5.8,0.1,-0.4,-0.8,22.18,29.44,75.3,304.52,80.75,2.3,2.8,-0.3,0.91,1.35,1.19,0.04,2.58,40.63492063492063,4.325396825396825,1.9047619047619049,44.0,27.34126984126984,197.6190476190476,94.76190476190476,3.7698412698412698,2.023809523809524,2.5396825396825395,2.3412698412698414,1.507936507936508,31.666666666666668,7.301587301587301,0.75,0.48,0.36,1.03,34.6,0.6,0.04,0.56,0.16,0.83,0.0
342,Warren Zaïre-Emery,60.0,FRA,"MF,DF",Paris S-G,Ligue 1,17.0,26,21,1962,21.8,2,3,5,2,0.09,0.14,0.06,0.14,0.21,0.06,0.21,14,4,28.6,0.64,0.18,0.14,0.5,17.9,1.4,1.4,0.1,0.6,0.6,60.14,65.5,91.8,896.42,183.53,3.2,3.3,-0.2,0.96,5.55,0.96,0.09,5.32,75.3211009174312,1.788990825688073,0.7339449541284403,41.0,61.100917431192656,322.7522935779816,142.11009174311926,2.477064220183486,2.7981651376146788,0.5504587155963303,1.3761467889908257,1.5596330275229358,59.40366972477064,4.128440366972477,2.34,1.28,1.28,2.34,54.9,1.47,0.37,1.1,0.69,1.01,0.09
344,João Palhinha,55.0,POR,MF,Fulham,Premier League,28.0,33,31,2699,30.0,4,1,5,4,0.13,0.03,0.11,0.03,0.14,0.11,0.14,45,14,31.1,1.5,0.47,0.09,0.29,17.9,3.3,3.3,0.07,0.7,0.7,36.6,44.43,82.4,637.7,178.27,0.8,1.0,0.2,0.43,3.2,0.23,0.03,3.23,58.66666666666666,0.7333333333333333,0.3666666666666666,50.0,26.73333333333333,94.53333333333332,35.13333333333333,0.2666666666666666,0.4,0.0,0.9666666666666668,0.8666666666666667,33.833333333333336,0.4666666666666667,5.07,2.5,3.43,5.07,67.8,1.9,0.3,1.6,1.53,1.93,0.0
621,Dejan Kulusevski,55.0,SWE,"FW,MF",Tottenham,Premier League,23.0,36,31,2762,30.7,8,3,11,8,0.26,0.1,0.15,0.25,0.4,0.15,0.4,57,23,40.4,1.86,0.75,0.14,0.35,15.7,4.7,4.7,0.08,3.3,3.3,31.04,40.2,77.2,440.03,116.74,7.7,6.7,-4.7,2.15,1.79,2.38,0.62,4.69,52.86644951140065,4.201954397394137,1.7589576547231272,41.9,38.07817589576548,250.1628664495114,125.60260586319218,4.9185667752443,1.986970684039088,2.6710097719869705,2.801302931596091,2.1172638436482085,40.03257328990228,12.63843648208469,2.02,1.07,0.81,2.18,37.3,0.78,0.03,0.75,0.59,0.07,0.03
343,Eberechi Eze,55.0,ENG,"MF,FW",Crystal Palace,Premier League,25.0,27,24,2055,22.8,11,4,15,10,0.48,0.18,0.4,0.23,0.62,0.36,0.59,82,33,40.2,3.59,1.45,0.12,0.3,20.7,9.1,8.3,0.1,1.9,1.7,30.7,39.87,77.0,489.04,141.49,5.2,5.6,-1.2,2.37,2.11,1.97,0.31,4.08,55.87719298245614,6.140350877192982,3.026315789473684,49.3,34.60526315789473,211.49122807017545,92.01754385964912,2.982456140350877,2.675438596491228,1.8859649122807016,3.3771929824561404,2.1052631578947367,38.90350877192982,6.096491228070176,1.54,0.75,0.66,1.36,48.4,1.18,0.09,1.1,0.48,0.26,0.0
619,Michael Olise,55.0,FRA,"FW,MF",Crystal Palace,Premier League,21.0,19,14,1275,14.2,10,6,16,9,0.71,0.42,0.39,0.41,0.8,0.33,0.74,56,20,35.7,3.95,1.41,0.16,0.45,18.5,5.5,4.7,0.08,4.5,4.3,38.03,50.77,74.9,602.61,185.49,5.8,5.0,0.2,2.54,3.03,2.39,0.21,5.49,67.53521126760563,5.845070422535212,2.8169014084507045,48.2,39.647887323943664,280.2112676056338,155.6338028169014,4.788732394366197,3.5211267605633805,1.9014084507042253,2.887323943661972,2.323943661971831,48.732394366197184,9.43661971830986,1.34,0.7,0.56,1.69,33.3,1.48,0.0,1.48,0.77,0.63,0.0
620,Pedro Neto,55.0,POR,"FW,MF",Wolves,Premier League,23.0,20,18,1516,16.8,2,9,11,2,0.12,0.53,0.21,0.26,0.47,0.21,0.47,36,12,33.3,2.14,0.71,0.06,0.17,16.8,3.5,3.5,0.1,-1.5,-1.5,32.02,42.98,74.5,492.2,118.1,4.4,3.7,4.6,2.26,1.37,1.73,0.71,3.21,53.80952380952381,5.238095238095238,2.202380952380952,42.0,34.58333333333333,292.5595238095238,155.6547619047619,5.833333333333333,3.869047619047619,2.5,2.619047619047619,1.1904761904761905,40.65476190476191,8.869047619047619,0.42,0.18,0.3,0.89,33.3,0.3,0.06,0.24,0.3,0.12,0.0
623,Mohamed Salah,55.0,EGY,FW,Liverpool,Premier League,31.0,32,28,2534,28.2,18,10,28,13,0.64,0.36,0.75,0.42,1.17,0.55,0.97,107,47,43.9,3.8,1.67,0.12,0.28,15.5,21.2,15.5,0.15,-3.2,-2.5,26.13,35.82,73.0,383.9,113.94,11.8,7.5,-1.8,2.34,1.99,2.41,0.21,5.21,48.19148936170213,2.730496453900709,0.9574468085106383,35.1,34.645390070921984,188.2624113475177,92.69503546099293,3.475177304964539,1.9148936170212767,2.3404255319148937,2.730496453900709,2.092198581560284,39.57446808510638,12.092198581560284,0.6,0.39,0.21,0.74,28.6,0.67,0.04,0.64,0.07,0.04,0.0
622,Moussa Diaby,55.0,FRA,"FW,MF",Aston Villa,Premier League,24.0,38,25,2174,24.2,6,8,14,6,0.25,0.33,0.29,0.27,0.56,0.29,0.56,54,22,40.7,2.24,0.91,0.11,0.27,15.9,7.0,7.0,0.13,-1.0,-1.0,20.04,25.58,78.4,287.6,55.7,6.6,4.5,1.4,1.94,1.2,1.65,0.37,2.98,34.049586776859506,2.8925619834710745,1.1983471074380163,41.4,23.47107438016529,162.2314049586777,83.18181818181819,3.884297520661157,1.7768595041322317,1.6115702479338845,1.3636363636363638,1.2396694214876034,25.6198347107438,7.56198347107438,0.5,0.21,0.17,0.91,18.2,0.33,0.04,0.29,0.37,0.25,0.0
10,Ben White,55.0,ENG,DF,Arsenal,Premier League,25.0,37,35,2988,33.2,4,4,8,4,0.12,0.12,0.03,0.11,0.15,0.03,0.15,13,6,46.2,0.39,0.18,0.31,0.67,13.2,1.2,1.2,0.09,2.8,2.8,55.06,65.57,84.0,843.43,295.21,3.8,3.7,0.2,1.14,5.18,1.36,0.3,5.78,73.97590361445782,0.6626506024096385,0.2710843373493976,40.9,39.78915662650602,146.59638554216866,80.48192771084337,1.325301204819277,1.0240963855421683,0.2710843373493976,0.7831325301204819,0.2710843373493976,50.451807228915655,4.879518072289156,1.45,0.84,0.78,1.75,44.8,1.45,0.66,0.78,0.96,2.32,0.03
9,Micky van de Ven,55.0,NED,DF,Tottenham,Premier League,22.0,27,27,2339,26.0,3,0,3,3,0.12,0.0,0.02,0.0,0.02,0.02,0.02,8,3,37.5,0.31,0.12,0.38,1.0,16.0,0.6,0.6,0.08,2.4,2.4,65.31,69.62,93.8,1147.69,391.23,0.0,0.3,0.0,0.04,4.65,0.12,0.0,4.15,77.76923076923077,1.0384615384615383,0.5769230769230769,55.6,54.65384615384615,250.65384615384616,117.6153846153846,0.7307692307692307,0.6153846153846154,0.0769230769230769,0.5769230769230769,0.4615384615384615,57.61538461538461,0.3461538461538461,1.88,1.35,0.92,1.27,72.7,0.96,0.58,0.38,0.69,3.0,0.04
629,Joshua Zirkzee,50.0,NED,FW,Bologna,Serie A,22.0,34,32,2759,30.7,11,4,15,9,0.36,0.13,0.29,0.17,0.46,0.24,0.41,84,29,34.5,2.74,0.95,0.11,0.31,17.8,9.0,7.4,0.09,2.0,1.6,23.13,29.87,77.4,296.61,57.07,5.2,2.5,-1.2,1.4,1.3,0.91,0.0,2.8,44.7557003257329,4.169381107491857,1.6938110749185669,40.6,26.514657980456025,134.5928338762215,57.71986970684039,1.726384364820847,1.498371335504886,0.7166123778501629,3.713355048859935,2.0846905537459284,33.648208469055376,5.928338762214984,1.04,0.65,0.42,0.78,54.2,0.81,0.07,0.75,0.1,1.17,0.0
11,Leny Yoro,50.0,FRA,DF,Lille,Ligue 1,17.0,32,30,2673,29.7,2,0,2,2,0.07,0.0,0.05,0.0,0.06,0.05,0.06,14,8,57.1,0.47,0.27,0.14,0.25,9.6,1.5,1.5,0.11,0.5,0.5,58.28,63.3,92.1,1055.66,328.38,0.1,0.3,-0.1,0.07,1.75,0.03,0.0,2.29,71.31313131313131,0.3703703703703704,0.2693602693602693,72.7,55.18518518518518,274.4107744107744,137.44107744107745,0.2693602693602693,0.2356902356902357,0.0,0.5050505050505051,0.0336700336700336,51.851851851851855,0.101010101010101,1.21,0.84,0.57,1.04,54.8,0.67,0.47,0.2,1.21,3.27,0.03
345,Kobbie Mainoo,50.0,ENG,MF,Manchester Utd,Premier League,18.0,24,24,1924,21.4,3,1,4,3,0.14,0.05,0.04,0.03,0.07,0.04,0.07,11,5,45.5,0.51,0.23,0.27,0.6,21.1,0.9,0.9,0.08,2.1,2.1,34.95,40.56,86.2,491.54,124.02,0.7,1.6,0.3,0.7,2.2,0.42,0.05,2.99,51.12149532710281,2.710280373831776,1.4485981308411215,53.4,31.16822429906542,147.28971962616822,67.61682242990655,1.1682242990654206,1.0280373831775702,0.2803738317757009,1.355140186915888,1.121495327102804,35.84112149532711,1.6822429906542058,2.2,1.26,0.98,2.1,46.7,0.93,0.56,0.37,1.03,1.4,0.05
346,Matheus Nunes,50.0,POR,MF,Manchester City,Premier League,24.0,17,7,661,7.3,0,2,2,0,0.0,0.27,0.11,0.15,0.27,0.11,0.27,9,4,44.4,1.23,0.54,0.0,0.0,17.9,0.8,0.8,0.09,-0.8,-0.8,51.1,60.68,84.2,692.33,107.26,1.1,1.5,0.9,1.23,3.15,2.19,0.27,4.66,72.46575342465754,3.150684931506849,1.2328767123287672,39.1,47.53424657534247,274.1095890410959,132.05479452054794,3.8356164383561646,3.0136986301369864,1.36986301369863,2.602739726027397,1.6438356164383563,60.0,7.945205479452055,1.37,0.55,0.68,2.19,31.3,0.96,0.14,0.82,0.14,1.1,0.14
