,Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90,Touches90,TakeOnAtt90,TakeOnSucc90,Succ%,Carries90,CarriesTotDist90,CarriesPrgDist90,PrgC90,Caries1/3(90),CPA90,Mis90,Dis90,Rec90,PrgR90,TklAPlayers90,TklW90,TklADribblers90,TklAttDri90,Tkl%,Bl90,ShBl90,PassBl90,Int90,Clr90,Err90
1784,1785,Terem Moffi,NGA,FW,Nice,Ligue 1,24.0,30,23,1949,21.7,11,2,13,8,0.51,0.09,0.49,0.15,0.64,0.38,0.53,46,20,43.5,2.12,0.92,0.17,0.4,15.4,10.7,8.3,0.18,0.3,-0.3,12.63,17.83,70.8,170.23,25.53,3.2,1.1,-1.2,1.01,0.65,0.55,0.0,1.24,26.359447004608292,1.5207373271889402,0.8755760368663594,57.6,18.52534562211981,111.42857142857144,45.85253456221199,1.1059907834101383,1.0599078341013826,0.5529953917050692,2.6267281105990783,1.566820276497696,18.847926267281107,5.668202764976959,0.32,0.18,0.14,0.55,25.0,0.65,0.05,0.6,0.14,0.69,0.0
1785,1786,Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,25.0,29,24,2002,22.2,8,2,10,5,0.36,0.09,0.35,0.11,0.46,0.25,0.35,62,23,37.1,2.79,1.03,0.08,0.22,15.6,7.8,5.5,0.09,0.2,-0.5,10.72,16.62,64.5,161.44,31.44,2.4,1.3,-0.4,1.04,0.9,0.45,0.14,1.13,30.31531531531532,1.576576576576577,0.6756756756756757,42.9,19.36936936936937,122.02702702702705,33.333333333333336,1.036036036036036,0.8108108108108109,0.4504504504504504,3.6936936936936937,1.6666666666666667,20.54054054054054,5.18018018018018,0.95,0.63,0.27,1.26,21.4,0.95,0.23,0.72,0.54,1.31,0.0
1786,1787,Dion Moise Sahi,CIV,"MF,FW",Strasbourg,Ligue 1,21.0,18,7,628,7.0,3,1,4,3,0.43,0.14,0.58,0.19,0.77,0.58,0.77,24,7,29.2,3.44,1.0,0.13,0.43,15.8,4.1,4.1,0.17,-1.1,-1.1,19.57,25.0,78.3,311.14,60.14,1.3,1.4,-0.3,0.71,1.43,1.14,0.14,3.0,38.285714285714285,1.8571428571428568,0.5714285714285714,30.8,26.714285714285715,164.85714285714286,71.85714285714286,1.8571428571428568,1.4285714285714286,0.5714285714285714,3.142857142857143,0.8571428571428571,25.571428571428573,6.0,0.71,0.71,0.0,0.43,0.0,1.57,0.14,1.43,0.14,1.0,0.0
1787,1788,Johan Mojica,COL,DF,Osasuna,La Liga,30.0,30,22,2041,22.7,0,3,3,0,0.0,0.13,0.04,0.11,0.16,0.04,0.16,17,1,5.9,0.75,0.04,0.0,0.0,22.1,1.0,1.0,0.06,-1.0,-1.0,38.11,52.56,72.5,648.19,235.42,2.6,3.2,0.4,1.1,2.56,1.59,1.1,3.61,62.819383259911895,1.9823788546255507,0.748898678414097,37.8,29.73568281938326,170.26431718061676,78.63436123348018,2.511013215859031,2.290748898678414,0.5726872246696035,2.026431718061674,0.4405286343612335,35.198237885462554,5.154185022026432,1.32,0.97,0.7,1.1,64.0,0.66,0.09,0.57,0.93,1.76,0.09
1788,1789,Alberto Moleiro,ESP,"FW,MF",Las Palmas,La Liga,19.0,28,21,1803,20.0,3,3,6,3,0.15,0.15,0.1,0.13,0.23,0.1,0.23,33,10,30.3,1.65,0.5,0.09,0.3,20.0,2.0,2.0,0.06,1.0,1.0,29.05,36.75,79.0,392.35,93.4,2.7,2.7,0.3,1.35,2.2,1.3,0.1,4.35,48.85,5.8,2.85,49.1,34.05,223.35,119.45,4.3,3.35,1.2,3.0,1.35,38.65,9.2,0.75,0.3,0.3,1.5,20.0,0.55,0.0,0.55,0.35,0.5,0.0
1789,1790,Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,25.0,30,19,1852,20.6,2,3,5,2,0.1,0.15,0.06,0.14,0.2,0.06,0.2,12,4,33.3,0.58,0.19,0.17,0.5,17.4,1.3,1.3,0.11,0.7,0.7,46.46,63.3,73.4,713.35,259.51,2.9,2.2,0.1,0.92,2.33,1.46,0.58,3.3,71.94174757281553,1.407766990291262,0.7766990291262136,55.2,39.66019417475728,156.84466019417474,86.35922330097087,2.2815533980582523,2.087378640776699,0.3883495145631068,1.699029126213592,0.6310679611650485,46.262135922330096,8.252427184466018,1.84,1.07,1.26,2.62,48.1,0.92,0.15,0.78,0.44,1.75,0.05
1790,1791,Florent Mollet,FRA,"MF,FW",Nantes,Ligue 1,31.0,29,24,2083,23.1,4,4,8,4,0.17,0.17,0.25,0.11,0.36,0.25,0.36,64,26,40.6,2.77,1.12,0.06,0.15,19.4,5.9,5.9,0.09,-1.9,-1.9,35.76,46.02,77.7,552.38,139.22,2.5,2.4,1.5,1.65,2.9,0.69,0.13,4.16,56.19047619047619,1.5151515151515151,0.5627705627705627,37.1,40.64935064935064,207.74891774891773,67.05627705627705,1.1688311688311688,1.3419913419913418,0.3896103896103896,1.7316017316017316,0.6493506493506493,37.53246753246753,6.277056277056277,0.78,0.48,0.43,1.34,32.3,0.78,0.22,0.56,0.56,0.74,0.0
1791,1792,Jon Moncayola,ESP,MF,Osasuna,La Liga,25.0,33,21,1800,20.0,1,3,4,1,0.05,0.15,0.03,0.11,0.14,0.03,0.14,16,5,31.3,0.8,0.25,0.06,0.2,23.0,0.6,0.6,0.04,0.4,0.4,39.3,51.25,76.7,730.75,206.1,2.3,2.5,0.7,1.05,4.75,0.75,0.25,4.95,59.1,0.6,0.3,50.0,26.9,111.85,49.9,0.7,0.5,0.1,1.0,0.65,37.95,2.3,1.35,0.9,0.85,2.1,40.5,1.55,0.25,1.3,0.75,1.05,0.0
1793,1794,Ilario Monterisi,ITA,DF,Frosinone,Serie A,21.0,24,16,1469,16.3,2,2,4,2,0.12,0.12,0.07,0.02,0.09,0.07,0.09,5,3,60.0,0.31,0.18,0.4,0.67,8.7,1.1,1.1,0.22,0.9,0.9,49.2,61.17,80.4,849.2,394.05,0.4,0.3,1.6,0.31,2.88,0.43,0.06,2.88,69.69325153374233,0.5521472392638036,0.3067484662576687,55.6,36.19631901840491,145.39877300613497,74.84662576687116,0.2453987730061349,0.3067484662576687,0.0,0.2453987730061349,0.1840490797546012,44.84662576687116,1.1042944785276072,1.41,0.8,0.74,1.6,46.2,1.35,1.1,0.25,0.49,3.87,0.0
1794,1795,César Montes,MEX,DF,Almería,La Liga,26.0,21,21,1788,19.9,0,0,0,0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,13,2,15.4,0.65,0.1,0.0,0.0,11.0,0.7,0.7,0.05,-0.7,-0.7,37.69,48.89,77.1,783.62,290.2,0.2,0.4,-0.2,0.2,2.56,0.35,0.05,2.61,58.09045226130654,0.1507537688442211,0.1507537688442211,100.0,29.798994974874372,150.25125628140705,90.7035175879397,0.3517587939698492,0.2512562814070352,0.050251256281407,0.3517587939698492,0.050251256281407,36.68341708542714,0.100502512562814,1.11,0.65,0.45,0.9,50.0,1.06,0.45,0.6,0.55,4.72,0.0
1795,1796,Gonzalo Montiel,ARG,DF,Nott'ham Forest,Premier League,26.0,14,8,801,8.9,0,2,2,0,0.0,0.22,0.01,0.15,0.17,0.01,0.17,3,0,0.0,0.34,0.0,0.0,,18.4,0.1,0.1,0.04,-0.1,-0.1,32.81,43.37,75.6,516.85,223.15,1.4,0.9,0.6,1.01,2.47,1.01,0.11,3.15,53.146067415730336,0.1123595505617977,0.1123595505617977,100.0,23.59550561797753,104.71910112359552,64.8314606741573,1.1235955056179774,1.1235955056179774,0.1123595505617977,0.7865168539325842,0.3370786516853932,26.85393258426966,3.595505617977528,2.47,2.13,1.8,3.26,55.2,0.9,0.34,0.56,1.01,3.48,0.11
1799,1800,Álvaro Morata,ESP,FW,Atlético Madrid,La Liga,30.0,32,21,1904,21.2,15,3,18,15,0.71,0.14,0.65,0.08,0.73,0.61,0.69,66,33,50.0,3.12,1.56,0.23,0.45,11.4,13.8,12.9,0.2,1.2,2.1,12.59,18.11,69.5,176.13,32.97,1.7,1.6,1.3,0.71,0.8,0.33,0.09,0.94,29.056603773584907,1.69811320754717,0.8018867924528302,47.2,16.22641509433962,74.85849056603774,32.68867924528302,1.0377358490566038,0.6132075471698113,0.8018867924528302,1.8867924528301887,1.4622641509433962,20.37735849056604,4.150943396226415,0.75,0.47,0.14,0.24,60.0,0.85,0.14,0.71,0.05,1.23,0.0
1801,1802,Alberto Moreno,ESP,DF,Villarreal,La Liga,31.0,27,17,1484,16.5,2,2,4,2,0.12,0.12,0.04,0.1,0.14,0.04,0.14,17,5,29.4,1.03,0.3,0.12,0.4,19.8,0.7,0.7,0.04,1.3,1.3,35.52,44.42,79.9,628.67,228.24,1.6,1.8,0.4,0.97,2.12,1.39,0.55,3.33,53.63636363636363,0.6060606060606061,0.303030303030303,50.0,24.363636363636363,123.75757575757576,62.60606060606061,1.5757575757575757,1.2727272727272727,0.1212121212121212,1.0303030303030305,0.1818181818181818,31.696969696969692,4.787878787878788,1.88,1.27,0.61,1.82,33.3,0.73,0.12,0.61,1.45,2.0,0.0
1802,1803,Álex Moreno,ESP,DF,Aston Villa,Premier League,30.0,21,11,1031,11.5,2,0,2,2,0.17,0.0,0.1,0.1,0.2,0.1,0.2,8,4,50.0,0.7,0.35,0.25,0.5,12.3,1.1,1.1,0.14,0.9,0.9,37.22,47.13,79.0,562.26,139.3,1.1,1.0,-1.1,0.96,0.87,1.13,0.17,2.09,60.0,3.0434782608695654,1.3043478260869563,42.9,31.65217391304348,202.7826086956522,96.17391304347828,2.782608695652174,1.7391304347826086,0.8695652173913043,1.2173913043478262,0.5217391304347826,33.30434782608695,7.217391304347826,1.57,1.04,1.04,1.65,63.2,0.96,0.17,0.78,1.13,3.22,0.0
1803,1804,Gerard Moreno,ESP,FW,Villarreal,La Liga,31.0,30,28,2215,24.6,10,6,16,8,0.41,0.24,0.39,0.22,0.61,0.3,0.51,60,18,30.0,2.44,0.73,0.13,0.44,15.3,9.7,7.3,0.12,0.3,0.7,31.67,40.69,77.8,520.85,138.17,5.3,4.6,0.7,2.15,3.33,1.75,0.24,6.3,51.74796747967479,3.414634146341464,1.7479674796747966,51.2,31.21951219512195,165.24390243902437,64.67479674796748,1.951219512195122,1.6666666666666663,0.934959349593496,1.9918699186991868,2.154471544715447,41.260162601626014,8.089430894308943,1.02,0.49,0.45,1.02,44.0,0.98,0.28,0.69,0.37,0.98,0.0
1806,1807,Ilaix Moriba,GUI,"MF,FW",Getafe,La Liga,20.0,14,8,605,6.7,0,2,2,0,0.0,0.3,0.05,0.09,0.14,0.05,0.14,4,1,25.0,0.6,0.15,0.0,0.0,21.4,0.3,0.3,0.09,-0.3,-0.3,22.39,30.45,73.5,341.19,70.3,0.6,0.4,1.4,0.75,1.64,0.6,0.0,3.13,43.13432835820896,2.08955223880597,0.5970149253731343,28.6,23.58208955223881,121.94029850746269,45.07462686567164,1.1940298507462686,1.1940298507462686,0.2985074626865671,2.08955223880597,0.8955223880597015,27.01492537313433,2.835820895522388,2.99,1.64,0.6,1.34,44.4,0.45,0.15,0.3,0.6,1.49,0.0
1807,1808,Manu Morlanes,ESP,MF,Mallorca,La Liga,24.0,35,16,1615,17.9,0,2,2,0,0.0,0.11,0.06,0.11,0.17,0.06,0.17,11,4,36.4,0.61,0.22,0.0,0.0,16.3,1.0,1.0,0.1,-1.0,-1.0,37.37,45.2,82.7,592.79,165.31,2.0,2.0,0.0,0.89,4.13,0.78,0.17,5.81,53.91061452513967,1.6201117318435756,1.1731843575418994,72.4,29.273743016759777,167.20670391061455,80.27932960893855,1.6201117318435756,1.7318435754189945,0.223463687150838,0.9497206703910616,0.9497206703910616,34.52513966480447,1.7318435754189945,2.79,1.62,1.28,2.96,43.4,0.73,0.06,0.67,1.12,1.17,0.0
1808,1809,Nikola Moro,CRO,MF,Bologna,Serie A,25.0,23,10,840,9.3,1,0,1,1,0.11,0.0,0.08,0.04,0.12,0.08,0.12,11,1,9.1,1.18,0.11,0.09,1.0,22.1,0.7,0.7,0.06,0.3,0.3,50.43,61.51,82.0,866.56,206.45,0.4,0.8,-0.4,1.18,6.34,1.08,0.32,6.24,71.39784946236558,1.075268817204301,0.5376344086021505,50.0,42.25806451612903,218.06451612903223,96.34408602150538,2.258064516129032,2.258064516129032,0.2150537634408602,0.9677419354838708,1.182795698924731,53.87096774193548,4.086021505376344,2.26,1.72,0.86,1.61,53.3,1.51,0.11,1.4,0.75,1.08,0.0
1809,1810,Carlton Morris,ENG,"FW,MF",Luton Town,Premier League,27.0,38,32,2862,31.8,11,4,15,6,0.35,0.13,0.36,0.09,0.45,0.23,0.32,66,26,39.4,2.08,0.82,0.09,0.23,13.5,11.4,7.5,0.11,-0.4,-1.5,15.22,23.62,64.4,201.38,37.7,2.8,1.6,1.2,0.69,0.85,0.35,0.0,1.76,33.679245283018865,1.729559748427673,0.9748427672955976,56.4,17.232704402515722,89.77987421383648,36.22641509433962,1.1635220125786163,1.0062893081761006,0.5660377358490566,1.69811320754717,1.6666666666666663,25.12578616352201,3.7735849056603774,0.47,0.25,0.28,0.47,60.0,0.75,0.16,0.6,0.03,1.67,0.0
1810,1811,Cristhian Mosquera,COL,DF,Valencia,La Liga,19.0,36,33,3075,34.2,0,0,0,0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,9,2,22.2,0.26,0.06,0.0,0.0,14.3,0.7,0.7,0.07,-0.7,-0.7,42.51,48.13,88.3,805.58,239.65,0.0,0.2,0.0,0.03,1.32,0.0,0.0,2.25,57.89473684210526,0.2046783625730994,0.175438596491228,85.7,32.485380116959064,160.73099415204678,79.85380116959064,0.4093567251461988,0.175438596491228,0.087719298245614,0.4385964912280701,0.1169590643274853,36.25730994152047,0.1169590643274853,1.67,0.99,0.73,1.14,64.1,1.23,0.67,0.56,1.05,4.01,0.06
1811,1812,Yerson Mosquera,COL,DF,Villarreal,La Liga,22.0,16,14,1229,13.7,2,1,3,2,0.15,0.07,0.11,0.02,0.14,0.11,0.14,10,4,40.0,0.73,0.29,0.2,0.5,8.4,1.6,1.6,0.16,0.4,0.4,45.84,53.58,85.6,838.98,286.57,0.3,0.5,0.7,0.36,2.34,0.22,0.15,2.63,64.59854014598541,0.7299270072992701,0.291970802919708,40.0,31.97080291970803,161.89781021897812,81.45985401459855,0.5839416058394161,0.5839416058394161,0.145985401459854,0.364963503649635,0.291970802919708,39.05109489051095,0.8759124087591241,1.97,0.95,0.88,1.09,80.0,0.88,0.15,0.73,1.24,4.74,0.0
1812,1813,Dany Mota,POR,"FW,MF",Monza,Serie A,25.0,34,24,2049,22.8,4,3,7,4,0.18,0.13,0.16,0.13,0.29,0.16,0.29,38,11,28.9,1.67,0.48,0.11,0.36,14.4,3.6,3.6,0.09,0.4,0.4,27.41,36.67,74.8,480.79,82.02,3.0,3.1,0.0,1.49,1.27,0.92,0.48,2.5,45.08771929824561,2.149122807017544,0.7017543859649122,32.7,30.526315789473685,236.4035087719298,121.53508771929825,4.912280701754386,3.5964912280701755,1.4035087719298245,1.8859649122807016,1.3157894736842104,34.42982456140351,6.666666666666666,0.57,0.31,0.35,0.75,47.1,0.18,0.04,0.13,0.09,0.79,0.0
1813,1814,Lebo Mothiba,RSA,FW,Strasbourg,Ligue 1,27.0,15,5,617,6.9,3,0,3,3,0.44,0.0,0.67,0.02,0.7,0.67,0.7,16,7,43.8,2.33,1.02,0.19,0.43,9.8,4.6,4.6,0.31,-1.6,-1.6,12.46,17.1,72.9,157.54,27.68,0.2,0.5,-0.2,0.72,0.87,0.29,0.14,1.3,26.52173913043478,0.7246376811594203,0.5797101449275363,80.0,20.43478260869565,116.81159420289856,40.57971014492753,1.1594202898550725,0.8695652173913043,0.7246376811594203,2.318840579710145,1.5942028985507246,22.02898550724637,3.913043478260869,0.72,0.29,0.43,0.58,75.0,0.87,0.14,0.72,0.0,1.59,0.0
1814,1815,Youssoufa Moukoko,GER,FW,Dortmund,Bundesliga,18.0,20,4,625,6.9,5,0,5,5,0.72,0.0,0.56,0.05,0.61,0.56,0.61,14,7,50.0,2.02,1.01,0.36,0.71,13.0,3.9,3.9,0.28,1.1,1.1,15.07,18.55,81.3,191.74,47.1,0.3,0.7,-0.3,1.01,0.87,0.87,0.0,2.17,28.84057971014493,3.4782608695652173,1.5942028985507246,45.8,18.26086956521739,99.27536231884058,42.17391304347826,2.318840579710145,1.1594202898550725,1.4492753623188406,3.043478260869565,1.4492753623188406,18.98550724637681,3.913043478260869,0.58,0.14,0.43,1.01,42.9,0.58,0.14,0.43,0.29,0.58,0.0
1815,1816,Steve Mounié,BEN,FW,Brest,Ligue 1,28.0,32,20,1769,19.7,6,2,8,6,0.31,0.1,0.45,0.11,0.56,0.45,0.56,60,25,41.7,3.05,1.27,0.1,0.24,11.4,8.9,8.9,0.15,-2.9,-2.9,14.31,23.05,62.1,199.39,37.06,2.1,1.4,-0.1,1.07,1.37,0.46,0.15,1.27,34.162436548223354,0.9137055837563453,0.5583756345177665,61.1,21.065989847715738,124.97461928934013,36.39593908629442,1.116751269035533,1.16751269035533,0.3045685279187817,2.9441624365482237,0.8629441624365483,27.258883248730964,5.634517766497462,0.41,0.36,0.15,0.56,27.3,0.66,0.15,0.51,0.1,0.91,0.0
1817,1818,Samuel Moutoussamy,COD,MF,Nantes,Ligue 1,26.0,26,11,1107,12.3,1,0,1,1,0.08,0.0,0.14,0.05,0.19,0.14,0.19,15,5,33.3,1.22,0.41,0.07,0.2,17.1,1.8,1.8,0.12,-0.8,-0.8,33.9,40.49,83.7,528.86,161.22,0.6,1.1,-0.6,0.89,3.41,0.41,0.0,4.8,51.54471544715447,0.975609756097561,0.4065040650406504,41.7,36.260162601626014,189.67479674796743,97.3170731707317,1.6260162601626016,1.3821138211382114,0.1626016260162601,1.5447154471544715,0.7317073170731707,31.95121951219512,2.6829268292682924,3.09,1.63,1.38,3.01,45.9,1.3,0.24,1.06,0.89,1.06,0.0
1820,1821,Mykhailo Mudryk,UKR,FW,Chelsea,Premier League,22.0,31,18,1576,17.5,5,2,7,5,0.29,0.11,0.25,0.23,0.48,0.25,0.48,35,12,34.3,2.0,0.69,0.14,0.42,17.2,4.4,4.4,0.13,0.6,0.6,22.0,32.34,68.0,321.03,105.89,4.1,3.2,-2.1,1.83,1.37,1.26,0.23,2.57,44.4,4.628571428571429,2.2285714285714286,48.1,29.085714285714285,239.02857142857144,138.17142857142858,5.257142857142857,3.2,2.057142857142857,3.085714285714286,1.2571428571428571,32.68571428571428,7.942857142857143,1.2,0.69,0.57,1.83,31.3,0.8,0.06,0.74,0.51,0.51,0.0
1822,1823,Nordi Mukiele,FRA,DF,Paris S-G,Ligue 1,25.0,16,9,796,8.8,0,0,0,0,0.0,0.0,0.15,0.01,0.16,0.15,0.16,9,5,55.6,1.02,0.57,0.0,0.0,12.5,1.3,1.3,0.14,-1.3,-1.3,55.23,65.68,84.1,893.75,258.52,0.1,0.4,-0.1,0.34,2.27,0.45,0.11,3.64,76.81818181818181,1.25,0.9090909090909092,72.7,54.54545454545454,254.77272727272725,113.18181818181816,1.3636363636363635,0.6818181818181818,0.3409090909090909,1.7045454545454544,1.25,50.45454545454545,2.954545454545454,1.36,0.91,0.91,1.7,53.3,1.93,0.45,1.48,1.59,3.18,0.0
1825,1826,Jannik Müller,GER,"DF,MF",Darmstadt 98,Bundesliga,29.0,16,12,1134,12.6,0,0,0,0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,3,0,0.0,0.24,0.0,0.0,,13.4,0.2,0.2,0.07,-0.2,-0.2,33.65,43.57,77.2,659.13,209.6,0.1,0.2,-0.1,0.16,2.22,0.32,0.24,2.46,54.523809523809526,0.3174603174603174,0.1587301587301587,50.0,24.92063492063492,122.6984126984127,64.04761904761905,0.6349206349206349,0.3968253968253968,0.0,0.7936507936507937,0.2380952380952381,29.28571428571429,0.5555555555555556,2.62,1.27,1.27,2.14,59.3,1.9,0.95,0.95,1.35,3.1,0.08
1828,1829,Thomas Müller,GER,"MF,FW",Bayern Munich,Bundesliga,33.0,31,20,1654,18.4,5,9,14,5,0.27,0.49,0.31,0.46,0.77,0.31,0.77,36,11,30.6,1.96,0.6,0.14,0.45,11.9,5.7,5.7,0.17,-0.7,-0.7,32.72,44.02,74.3,489.29,127.61,8.4,7.9,0.6,2.77,2.83,2.34,0.54,4.46,52.22826086956522,1.1413043478260871,0.5978260869565218,52.4,28.750000000000004,133.3695652173913,75.21739130434783,2.065217391304348,1.956521739130435,0.4891304347826087,1.4673913043478262,1.25,41.35869565217392,10.217391304347826,1.41,0.87,0.71,1.9,37.1,1.2,0.0,1.2,0.16,0.33,0.0
1829,1830,Abdul Mumin,GHA,DF,Rayo Vallecano,La Liga,25.0,20,19,1694,18.8,1,0,1,1,0.05,0.0,0.02,0.01,0.03,0.02,0.03,6,1,16.7,0.32,0.05,0.17,1.0,15.9,0.4,0.4,0.06,0.6,0.6,32.82,41.12,79.8,688.09,261.44,0.3,0.1,-0.3,0.21,1.81,0.21,0.0,2.02,50.85106382978723,0.2127659574468085,0.1063829787234042,50.0,26.170212765957444,123.29787234042551,52.6063829787234,0.3191489361702127,0.1063829787234042,0.0,0.3723404255319149,0.1595744680851063,29.680851063829785,0.2127659574468085,1.01,0.53,0.43,0.53,80.0,1.44,1.01,0.43,1.17,4.36,0.05
1830,1831,Marshall Munetsi,ZIM,MF,Reims,Ligue 1,27.0,27,25,2173,24.1,4,3,7,4,0.17,0.12,0.26,0.04,0.3,0.26,0.3,44,16,36.4,1.82,0.66,0.09,0.25,12.8,6.2,6.2,0.15,-2.2,-2.2,15.77,22.49,70.1,251.7,75.52,1.0,2.2,2.0,0.5,1.74,0.46,0.12,2.78,34.68879668049792,1.3692946058091289,0.4149377593360995,30.3,20.20746887966805,102.69709543568464,38.79668049792531,0.7883817427385892,0.7053941908713692,0.0414937759336099,2.116182572614108,0.7053941908713692,18.21576763485477,3.3609958506224062,2.53,1.62,1.37,2.53,54.1,0.87,0.29,0.58,0.58,1.37,0.0
1832,1833,Rodrigo Muniz,BRA,FW,Fulham,Premier League,22.0,26,18,1593,17.7,9,1,10,9,0.51,0.06,0.49,0.12,0.61,0.49,0.61,73,26,35.6,4.12,1.47,0.12,0.35,11.8,8.7,8.7,0.12,0.3,0.3,7.68,12.54,61.3,114.01,30.06,2.0,0.9,-1.0,1.02,0.79,0.4,0.0,1.07,26.10169491525424,1.1299435028248588,0.2824858757062147,25.0,14.519774011299436,44.51977401129944,14.576271186440678,0.4519774011299435,0.2259887005649717,0.2259887005649717,3.050847457627119,1.92090395480226,19.37853107344633,4.293785310734464,0.4,0.17,0.06,0.34,16.7,0.51,0.17,0.34,0.34,1.13,0.0
1833,1834,Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,25.0,21,11,1127,12.5,0,2,2,0,0.0,0.16,0.02,0.16,0.18,0.02,0.18,7,2,28.6,0.56,0.16,0.0,0.0,24.2,0.3,0.3,0.04,-0.3,-0.3,40.32,56.16,71.8,720.08,328.72,2.0,0.9,0.0,0.96,2.8,0.88,0.8,3.12,67.04,1.52,0.8,52.6,29.76,160.0,73.36,1.92,1.84,0.08,1.12,0.64,34.32,1.84,2.88,1.68,1.92,2.8,68.6,1.28,0.64,0.64,0.72,2.64,0.0
1835,1836,Daniel Muñoz,COL,"DF,MF",Crystal Palace,Premier League,27.0,16,16,1439,16.0,0,4,4,0,0.0,0.25,0.08,0.15,0.23,0.08,0.23,8,0,0.0,0.5,0.0,0.0,,8.5,1.2,1.2,0.15,-1.2,-1.2,35.06,45.0,77.9,472.25,179.06,2.4,1.3,1.6,1.31,1.56,0.25,0.0,2.38,59.1875,1.75,0.8125,46.4,24.0625,115.0625,54.5625,1.5625,1.0625,0.3125,1.3125,0.4375,29.0625,5.0,3.44,2.19,1.19,2.38,50.0,1.81,0.44,1.38,1.5,2.94,0.0
1836,1837,Iker Muñoz,ESP,MF,Osasuna,La Liga,20.0,28,20,1854,20.6,4,0,4,4,0.19,0.0,0.05,0.01,0.06,0.05,0.06,23,6,26.1,1.12,0.29,0.17,0.67,21.6,1.1,1.1,0.05,2.9,2.9,35.87,48.11,74.6,655.78,162.82,0.2,0.5,-0.2,0.24,4.13,0.19,0.0,3.88,58.252427184466015,0.9223300970873786,0.2427184466019417,26.3,28.98058252427184,125.3883495145631,54.07766990291262,0.8252427184466019,0.6796116504854368,0.145631067961165,1.019417475728155,0.1941747572815534,36.35922330097087,1.116504854368932,1.55,0.87,0.73,1.5,48.4,0.78,0.24,0.53,0.53,2.43,0.0
1837,1838,Javier Muñoz,ESP,MF,Las Palmas,La Liga,28.0,37,30,2640,29.3,2,3,5,2,0.07,0.1,0.09,0.05,0.14,0.09,0.14,38,9,23.7,1.3,0.31,0.05,0.22,21.0,2.5,2.5,0.07,-0.5,-0.5,34.74,43.86,79.2,501.5,128.26,1.4,1.8,1.6,0.82,3.48,0.82,0.24,4.16,53.24232081911263,1.1945392491467577,0.4778156996587031,40.0,28.53242320819113,130.34129692832764,53.61774744027304,1.1262798634812283,0.955631399317406,0.136518771331058,1.3993174061433449,0.8191126279863481,40.0,4.300341296928328,1.43,0.78,0.55,1.5,36.4,1.37,0.14,1.23,0.68,0.99,0.03
1841,1842,Murillo,BRA,DF,Nott'ham Forest,Premier League,21.0,32,32,2789,31.0,0,2,2,0,0.0,0.06,0.06,0.04,0.1,0.06,0.1,17,6,35.3,0.55,0.19,0.0,0.0,22.6,1.8,1.8,0.11,-1.8,-1.8,36.23,47.1,76.9,741.42,341.0,1.2,0.6,0.8,0.23,3.26,0.35,0.0,2.87,59.67741935483871,1.1290322580645162,0.6451612903225806,57.1,31.774193548387096,176.5483870967742,109.6774193548387,0.7096774193548387,0.4516129032258064,0.0967741935483871,0.6451612903225806,0.4838709677419355,35.193548387096776,0.2258064516129032,1.61,1.0,0.61,1.06,57.6,1.32,0.77,0.55,1.19,6.06,0.0
1842,1843,Vedat Muriqi,KVX,FW,Mallorca,La Liga,29.0,29,25,2327,25.9,7,2,9,6,0.27,0.08,0.4,0.1,0.5,0.31,0.41,62,21,33.9,2.4,0.81,0.1,0.29,14.1,10.4,8.0,0.13,-3.4,-2.0,15.87,25.48,62.3,234.71,38.57,2.6,1.8,-0.6,1.31,1.62,0.5,0.08,1.54,36.7953667953668,1.0424710424710426,0.5019305019305019,48.1,18.91891891891892,83.12741312741313,23.822393822393824,0.7722007722007722,0.6177606177606177,0.3088803088803089,3.1660231660231664,1.3127413127413128,28.88030888030888,5.173745173745174,0.42,0.23,0.08,0.54,14.3,0.42,0.15,0.27,0.23,1.0,0.0
1844,1845,Jacob Murphy,ENG,"FW,DF",Newcastle Utd,Premier League,28.0,21,14,1189,13.2,3,7,10,3,0.23,0.53,0.16,0.37,0.54,0.16,0.54,30,10,33.3,2.27,0.76,0.1,0.3,19.6,2.1,2.1,0.07,0.9,0.9,25.98,39.32,66.1,396.14,152.42,5.0,3.4,2.0,2.35,2.42,2.27,0.61,3.94,50.45454545454546,2.0454545454545454,0.9848484848484848,48.1,28.863636363636367,165.0757575757576,74.31818181818183,2.5,2.0454545454545454,1.1363636363636365,1.4393939393939394,1.0606060606060606,32.87878787878788,8.56060606060606,1.52,0.76,0.91,1.97,46.2,1.29,0.0,1.29,0.45,1.21,0.0
