Rk,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG
1148,60,25,41.7,2.45,1.02,0.08,0.20,18.5,5.9,5.9,0.10,-0.9,-0.9
1149,39,15,38.5,2.23,0.86,0.10,0.27,11.7,4.8,4.8,0.12,-0.8,-0.8
1150,32,16,50.0,1.25,0.62,0.19,0.38,13.5,8.6,7.0,0.22,-1.6,-1.0
1151,3,0,0.0,0.38,0.00,0.00,,6.5,0.6,0.6,0.22,-0.6,-0.6
1152,11,3,27.3,0.54,0.15,0.00,0.00,24.7,0.6,0.6,0.06,-0.6,-0.6
1153,34,10,29.4,2.39,0.70,0.15,0.50,16.1,3.4,3.4,0.10,+1.6,+1.6
1154,26,8,30.8,2.47,0.76,0.04,0.13,11.9,2.7,2.7,0.11,-1.7,-1.7
1155,14,5,35.7,3.21,1.15,0.00,0.00,23.6,0.6,0.6,0.04,-0.6,-0.6
1156,3,0,0.0,0.25,0.00,0.00,,23.6,0.1,0.1,0.05,-0.1,-0.1
1157,3,1,33.3,0.48,0.16,0.00,0.00,18.5,0.2,0.2,0.06,-0.2,-0.2
1158,28,10,35.7,1.07,0.38,0.11,0.30,18.3,1.6,1.6,0.06,+1.4,+1.4
1159,23,6,26.1,2.03,0.53,0.04,0.17,17.4,1.8,1.8,0.08,-0.8,-0.8
1160,5,1,20.0,2.12,0.42,0.00,0.00,18.1,0.6,0.6,0.12,-0.6,-0.6
1161,10,2,20.0,4.15,0.83,0.00,0.00,13.1,0.7,0.7,0.07,-0.7,-0.7
1162,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1163,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1164,22,5,22.7,0.71,0.16,0.00,0.00,12.6,1.8,1.8,0.08,-1.8,-1.8
1165,38,20,52.6,1.84,0.97,0.21,0.40,18.3,2.7,2.7,0.07,+5.3,+5.3
1166,8,3,37.5,0.38,0.14,0.00,0.00,18.3,0.3,0.3,0.04,-0.3,-0.3
1167,6,2,33.3,1.06,0.35,0.33,1.00,11.0,0.4,0.4,0.07,+1.6,+1.6
1168,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1169,16,6,37.5,0.91,0.34,0.19,0.50,11.7,3.2,3.2,0.23,-0.2,-0.2
1170,12,3,25.0,0.66,0.17,0.00,0.00,24.2,0.3,0.3,0.03,-0.3,-0.3
1171,2,1,50.0,0.15,0.08,0.00,0.00,18.1,0.2,0.2,0.12,-0.2,-0.2
1172,19,6,31.6,1.30,0.41,0.00,0.00,26.5,0.7,0.7,0.04,-0.7,-0.7
1173,38,20,52.6,1.58,0.83,0.26,0.50,11.6,7.6,7.6,0.20,+2.4,+2.4
1174,18,7,38.9,1.00,0.39,0.06,0.14,16.5,1.4,1.4,0.08,-0.4,-0.4
1175,27,7,25.9,2.11,0.55,0.04,0.14,18.1,2.3,2.3,0.08,-1.3,-1.3
1176,12,4,33.3,2.28,0.76,0.08,0.25,20.7,0.8,0.8,0.07,+0.2,+0.2
1177,15,6,40.0,0.96,0.38,0.00,0.00,25.2,0.6,0.6,0.04,-0.6,-0.6
1178,10,0,0.0,2.21,0.00,0.00,,16.3,0.6,0.6,0.06,-0.6,-0.6
1179,8,3,37.5,2.81,1.05,0.00,0.00,15.2,1.4,1.4,0.17,-1.4,-1.4
1180,5,0,0.0,0.27,0.00,0.00,,21.0,0.3,0.3,0.05,-0.3,-0.3
1181,39,15,38.5,2.09,0.80,0.08,0.20,16.1,4.6,4.6,0.12,-1.6,-1.6
1182,22,8,36.4,1.87,0.68,0.05,0.13,16.1,2.4,2.4,0.11,-1.4,-1.4
1183,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1184,27,11,40.7,1.16,0.47,0.11,0.27,22.4,2.1,2.1,0.08,+0.9,+0.9
1185,9,4,44.4,1.00,0.44,0.11,0.25,15.5,0.7,0.7,0.08,+0.3,+0.3
1186,1,0,0.0,0.17,0.00,0.00,,23.7,0.0,0.0,0.01,0.0,0.0
1187,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1188,45,19,42.2,2.45,1.04,0.07,0.16,13.5,9.7,6.6,0.15,-2.7,-3.6
1189,1,0,0.0,0.94,0.00,0.00,,29.3,0.0,0.0,0.02,0.0,0.0
