Rk,Touches90,TakeOnAtt90,TakeOnSucc90,Succ%,Carries90,CarriesTotDist90,CarriesPrgDist90,PrgC90,Caries1/3(90),CPA90,Mis90,Dis90,Rec90,PrgR90
1429,61.08910891089109,0.09900990099009901,0.04950495049504951,50.0,43.366336633663366,228.26732673267327,120.44554455445545,0.24752475247524752,0.1485148514851485,0.04950495049504951,0.04950495049504951,0.09900990099009901,40.54455445544555,0.1485148514851485
1430,26.995073891625616,1.921182266009852,0.689655172413793,35.9,15.270935960591132,79.21182266009852,28.12807881773399,0.9852216748768473,0.6403940886699507,0.8374384236453202,2.857142857142857,1.6748768472906403,20.0,5.073891625615763
1431,44.40677966101695,2.8813559322033897,1.694915254237288,58.8,23.220338983050848,207.6271186440678,125.59322033898304,3.0508474576271185,2.2033898305084745,0.6779661016949152,0.1694915254237288,0.847457627118644,22.71186440677966,2.0338983050847457
1432,55.95238095238095,0.9047619047619048,0.3333333333333333,36.8,31.142857142857142,139.85714285714286,56.42857142857143,1.2380952380952381,0.9047619047619048,0.19047619047619047,1.1904761904761905,0.3333333333333333,36.666666666666664,2.0
1433,72.66666666666667,0.25,0.08333333333333333,33.3,43.25,207.75,121.75,0.6666666666666666,0.5,0.0,0.16666666666666666,0.3333333333333333,52.833333333333336,0.25
1434,33.410404624277454,0.7514450867052023,0.3468208092485549,46.2,16.06936416184971,55.95375722543352,15.144508670520231,0.40462427745664736,0.5780346820809248,0.17341040462427745,3.8150289017341037,1.2138728323699421,25.83815028901734,4.7398843930635834
1435,54.76744186046512,1.0465116279069768,0.5813953488372093,55.6,25.116279069767444,108.13953488372094,52.96511627906977,1.744186046511628,1.3372093023255816,0.46511627906976744,0.9883720930232559,0.4069767441860465,28.72093023255814,6.395348837209303
1436,40.0,4.179566563467493,1.9504643962848298,46.7,25.294117647058826,194.42724458204336,107.43034055727556,3.8699690402476783,2.60061919504644,1.4860681114551084,2.476780185758514,1.7027863777089784,27.244582043343655,8.297213622291022
1437,75.0,0.0,0.0,,55.0,207.5,100.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0
1438,47.5,5.0,1.5625,31.3,27.8125,170.9375,70.0,1.5625,0.9375,0.625,3.4375,1.5625,31.25,10.625
1439,57.11711711711712,1.936936936936937,0.9009009009009009,46.5,32.11711711711712,157.88288288288288,78.1981981981982,2.3873873873873874,1.3063063063063063,0.45045045045045046,1.5765765765765767,0.3603603603603604,35.67567567567568,4.774774774774775
1440,38.97196261682243,1.2616822429906542,0.23364485981308414,18.5,20.700934579439252,115.37383177570094,56.54205607476636,2.0093457943925235,0.9813084112149534,0.6542056074766356,1.0280373831775702,0.7476635514018692,24.532710280373834,6.4953271028037385
1441,61.18279569892473,1.2903225806451613,0.5913978494623655,45.8,32.74193548387097,218.92473118279568,137.25806451612902,3.9247311827956985,2.8494623655913975,0.3225806451612903,1.021505376344086,0.26881720430107525,39.086021505376344,5.591397849462365
1442,52.14285714285714,2.083333333333333,0.9523809523809523,45.7,35.535714285714285,220.23809523809524,102.61904761904762,3.333333333333333,2.261904761904762,0.47619047619047616,1.7857142857142856,0.41666666666666663,32.797619047619044,6.964285714285714
1443,64.71698113207547,0.9433962264150944,0.5660377358490566,60.0,37.924528301886795,251.69811320754718,121.88679245283019,0.5660377358490566,0.7547169811320755,0.0,0.9433962264150944,0.18867924528301888,33.9622641509434,0.7547169811320755
1444,66.66666666666667,1.6666666666666667,1.6666666666666667,100.0,38.333333333333336,236.66666666666669,71.66666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,30.0,3.3333333333333335
1445,34.77777777777778,3.3333333333333335,0.8888888888888888,26.7,25.166666666666668,182.66666666666666,68.16666666666667,2.6666666666666665,1.7222222222222223,0.8333333333333334,2.9444444444444446,1.3333333333333333,25.555555555555557,7.222222222222222
1446,72.88235294117646,3.1176470588235294,1.7058823529411764,54.7,56.8235294117647,324.2352941176471,143.88235294117646,2.6470588235294117,2.823529411764706,0.4117647058823529,1.9411764705882353,1.411764705882353,52.529411764705884,3.411764705882353
1447,62.0,0.6666666666666666,0.6666666666666666,100.0,43.5,222.16666666666666,120.0,1.5,1.6666666666666667,0.16666666666666666,0.6666666666666666,0.3333333333333333,39.0,8.5
1448,72.84671532846716,0.03649635036496351,0.03649635036496351,100.0,45.32846715328468,257.66423357664235,146.75182481751827,0.7664233576642336,0.5839416058394161,0.0,0.5839416058394161,0.21897810218978103,49.5985401459854,0.03649635036496351
1449,38.0,0.0,0.0,,19.0,119.0,76.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
