Rk,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90
956,56.1,67.97,82.5,1068.37,342.31,2.4,2.7,-2.4,1.27,6.22,1.16,0.08,6.69
957,39.8,46.76,85.1,744.2,244.57,1.5,1.3,-1.5,0.34,3.52,0.24,0.17,4.16
958,70.0,90.0,77.8,1370.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,46.57,51.52,90.4,678.0,133.33,1.1,1.4,-0.1,1.05,3.52,0.76,0.19,3.71
960,28.79,36.61,78.6,724.34,525.55,0.7,0.1,-0.7,0.08,0.45,0.05,0.0,0.0
961,15.86,21.43,74.0,224.06,61.35,1.7,1.7,0.3,1.35,1.8,1.35,0.08,3.61
962,11.43,17.14,66.7,231.43,91.43,0.2,0.1,-0.2,1.43,4.29,0.0,0.0,4.29
963,32.74,42.38,77.2,533.21,140.71,1.3,1.0,0.7,1.79,2.5,0.71,0.12,3.93
964,34.91,42.95,81.3,491.56,133.87,2.4,2.5,-2.4,1.45,2.31,1.04,0.17,3.53
965,47.5,59.0,80.5,1175.5,764.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
966,30.5,40.83,74.7,522.9,244.08,1.6,1.8,1.4,0.71,3.14,0.53,0.21,3.43
967,28.46,39.42,72.2,429.23,137.5,0.4,0.4,-0.4,1.15,3.08,0.58,0.19,2.69
968,32.32,41.77,77.4,466.19,126.41,0.9,1.8,0.1,0.77,2.38,0.44,0.11,2.71
969,25.0,36.67,68.2,338.33,78.33,0.2,0.0,0.8,3.33,1.67,0.0,0.0,6.67
970,24.0,30.5,78.7,319.0,35.5,0.1,0.1,-0.1,1.0,0.5,1.0,0.0,1.0
971,39.63,54.63,72.5,678.66,213.17,1.1,1.0,-1.1,1.1,3.54,1.22,0.49,4.39
972,37.57,42.86,87.7,777.43,296.0,0.1,0.1,-0.1,0.14,1.0,0.0,0.0,0.57
973,29.77,42.17,70.6,524.56,173.56,8.4,6.8,1.6,2.11,3.25,1.11,0.37,4.84
974,44.06,50.21,87.8,746.51,246.25,0.9,0.5,-0.9,0.36,1.61,0.16,0.1,2.81
975,55.22,68.26,80.9,786.52,149.57,0.2,0.3,-0.2,1.74,2.61,3.48,0.43,6.96
976,19.02,37.07,51.3,864.15,782.44,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0
977,57.76,64.38,89.7,1070.5,387.56,0.5,0.8,-0.5,0.35,3.48,0.5,0.15,4.63
978,52.61,61.3,85.8,823.04,203.48,0.0,0.0,0.0,0.0,2.17,0.43,0.0,3.04
979,81.14,89.28,90.9,1245.72,325.04,2.0,2.5,-1.0,0.93,7.75,1.4,0.13,8.18
980,30.27,37.6,80.5,637.82,185.47,1.1,1.1,-0.1,0.13,0.62,0.0,0.0,1.11
981,37.83,47.33,79.9,647.33,146.0,0.5,1.0,-0.5,1.33,3.0,0.67,0.17,4.17
982,48.78,58.69,83.1,925.26,335.87,1.4,1.5,0.6,0.23,4.04,0.42,0.09,6.38
983,12.85,18.71,68.7,157.83,28.82,4.7,2.4,3.3,1.22,0.91,0.27,0.0,1.06
984,40.73,49.4,82.4,812.58,330.79,0.2,0.8,-0.2,0.4,3.84,0.86,0.2,4.64
985,37.5,44.58,84.1,529.17,101.04,1.2,2.0,-0.2,1.88,1.67,2.71,0.0,4.79
986,27.1,39.03,69.4,461.69,191.37,0.3,0.5,-0.3,0.24,2.58,0.48,0.16,3.47
987,39.11,49.38,79.2,851.16,334.29,0.1,0.4,-0.1,0.36,3.3,0.54,0.27,4.46
988,31.14,38.0,82.0,806.57,514.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,39.12,51.72,75.6,681.72,222.76,4.7,6.4,1.3,2.09,4.14,2.59,0.21,7.2
990,39.82,51.96,76.6,698.04,173.39,0.4,0.5,-0.4,0.71,4.29,1.07,0.18,6.43
991,54.76,61.22,89.4,974.62,246.92,6.2,6.0,1.8,1.68,5.73,1.57,0.03,7.13
992,35.75,43.5,82.2,520.1,141.97,1.1,1.7,-0.1,0.68,2.48,0.78,0.17,3.44
993,49.22,59.97,82.1,757.01,270.65,1.2,0.6,1.8,0.19,2.53,0.19,0.03,2.56
994,56.26,67.93,82.8,958.79,258.38,1.3,1.1,-0.3,1.11,4.19,1.01,0.35,5.05
995,10.23,19.77,51.8,129.15,24.11,0.6,0.5,-0.6,0.7,1.24,0.31,0.16,0.85
996,42.74,52.78,81.0,737.71,174.17,0.9,1.9,-0.9,1.08,5.2,0.54,0.22,5.7
997,22.0,38.0,57.9,360.0,192.0,0.2,0.3,-0.2,2.0,2.0,4.0,0.0,6.0
998,76.67,90.0,85.2,1060.0,161.67,0.2,0.2,0.8,1.67,1.67,3.33,1.67,3.33
999,20.41,26.8,76.2,335.98,78.56,0.7,0.7,-0.7,1.24,1.86,0.31,0.0,2.89
1000,41.33,46.0,89.9,560.0,104.67,0.2,0.2,-0.2,2.0,2.0,1.33,0.67,2.67
1001,46.25,53.61,86.3,834.93,246.6,0.2,0.4,-0.2,0.49,4.65,0.28,0.0,5.62
1002,41.07,48.21,85.2,761.75,299.54,0.3,0.3,-0.3,0.25,1.82,0.11,0.04,2.57
1003,inf,inf,100.0,inf,inf,0.0,0.0,0.0,,,,,
1004,85.0,92.14,92.2,1327.86,254.29,0.0,0.1,0.0,0.0,7.86,0.0,0.0,6.43
1005,34.16,45.4,75.2,563.21,235.91,1.4,1.9,-0.4,0.77,2.92,1.02,0.55,3.32
1006,24.0,39.0,61.5,360.0,94.0,0.5,0.2,0.5,4.0,2.0,1.0,1.0,2.0
1007,40.0,40.0,100.0,700.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,24.34,32.38,75.2,399.3,116.43,1.0,0.8,0.0,1.05,2.45,0.35,0.14,3.43
1009,26.29,37.04,71.0,466.43,117.56,1.6,3.1,0.4,1.03,3.1,1.41,0.19,4.69
1010,15.0,22.5,66.7,214.86,68.19,1.0,0.5,-1.0,0.97,1.11,0.83,0.42,2.22
1011,41.76,52.35,79.8,662.94,172.35,0.0,0.0,0.0,0.0,2.94,0.59,0.0,3.53
1012,25.02,32.87,76.1,374.45,109.03,8.0,5.6,2.0,1.78,1.68,1.21,0.37,3.15
1013,inf,inf,100.0,inf,inf,0.0,0.0,0.0,,,,,inf
1014,,,,,,0.0,0.0,0.0,,,,,
1015,62.61,70.44,88.9,1042.93,285.62,5.3,4.7,1.7,1.29,7.07,1.08,0.08,7.07
1016,12.0,19.0,63.2,298.0,208.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1017,33.41,41.92,79.7,490.91,196.66,1.3,2.4,-1.3,0.47,1.8,1.01,0.32,3.69
1018,33.78,46.61,72.5,538.31,244.37,3.0,3.3,0.0,1.3,3.07,1.38,0.67,3.82
1019,45.65,57.61,79.2,686.65,184.52,3.0,3.8,-1.0,1.52,3.52,1.39,0.22,5.0
1020,27.17,33.22,81.8,388.78,92.87,1.7,2.4,1.3,0.91,1.83,1.39,0.0,3.57
1021,39.83,51.74,77.0,850.8,359.79,1.8,1.6,-1.8,0.52,5.42,0.66,0.1,4.97
1022,14.55,29.09,50.0,179.09,55.45,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0
1023,50.26,58.85,85.4,911.57,388.3,0.1,0.8,-0.1,0.21,7.11,0.43,0.13,7.53
1024,30.5,46.0,66.3,751.5,482.5,0.2,0.0,0.8,0.5,1.0,0.0,0.0,0.0
1025,31.19,43.58,71.6,465.37,126.12,1.2,1.4,-0.2,2.09,2.09,2.39,0.6,5.22
1026,34.63,42.84,80.8,594.78,207.21,0.6,1.3,0.4,0.3,4.43,0.3,0.0,3.73
1027,33.2,40.32,82.3,441.6,137.52,0.9,1.4,-0.9,1.28,2.8,2.16,0.0,6.24
1028,50.0,70.0,71.4,830.0,250.0,0.2,0.1,-0.2,20.0,0.0,0.0,0.0,10.0
1029,23.33,43.33,53.8,283.33,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,17.21,34.65,49.7,628.72,523.84,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
1031,44.55,51.79,86.0,627.86,95.45,2.5,2.8,-1.5,2.32,1.34,2.23,0.0,4.46
1032,26.25,35.0,75.0,463.18,90.68,4.6,4.3,1.4,1.22,2.09,0.91,0.37,3.01
1033,14.33,23.53,60.9,214.39,61.34,1.0,1.3,3.0,0.8,1.12,0.8,0.11,2.57
1034,24.0,32.0,75.0,959.0,841.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1035,36.12,47.04,76.8,564.22,143.27,5.6,5.8,0.4,1.46,2.93,1.16,0.07,4.01
1036,37.64,51.74,72.7,670.74,191.24,8.2,7.5,-0.2,2.17,3.37,1.63,0.54,4.46
1037,58.67,68.75,85.3,1095.02,432.24,1.7,1.9,4.3,0.75,5.96,0.78,0.12,5.96
1038,57.02,69.51,82.0,805.21,216.76,9.1,11.1,3.9,2.52,2.56,2.3,0.71,5.24
1039,47.98,56.07,85.6,846.07,336.74,0.4,0.3,0.6,0.9,3.6,0.45,0.11,5.17
1040,80.17,93.15,86.1,1240.03,386.13,8.1,9.2,1.9,2.98,6.99,2.11,0.78,8.73
1041,23.35,36.15,64.6,362.69,126.26,4.1,5.1,-1.1,2.36,1.7,1.7,0.16,3.9
1042,inf,inf,100.0,inf,inf,0.0,0.0,0.0,,,,,
1043,20.79,30.11,69.0,606.37,451.91,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0
1044,50.6,59.6,84.9,991.8,308.0,0.2,0.3,-0.2,1.0,6.8,1.0,0.2,7.2
1045,26.91,38.0,70.8,401.82,94.18,0.8,0.8,0.2,0.73,1.82,0.36,0.36,3.45
1046,47.11,54.69,86.1,859.12,293.09,0.4,0.4,0.6,0.36,4.23,0.1,0.1,3.76
1047,30.99,39.72,78.0,495.25,113.62,1.2,1.6,-1.2,0.92,1.42,0.71,0.35,2.62
1048,24.06,31.42,76.6,384.43,99.72,1.5,1.1,0.5,1.79,1.79,2.17,0.75,4.72
1049,18.67,28.67,65.1,259.33,133.33,0.1,0.1,-0.1,0.67,0.67,0.67,0.0,2.0
1050,50.58,58.18,86.9,1012.0,353.87,0.6,1.0,0.4,0.31,4.0,0.22,0.0,2.98
1051,35.21,42.55,82.8,575.29,138.1,2.3,2.4,0.7,0.87,3.99,1.1,0.3,4.52
1052,45.0,60.0,75.0,635.0,265.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0
1053,25.18,34.86,72.2,398.92,100.11,0.9,1.9,0.1,0.43,2.3,0.4,0.07,2.91
1054,66.67,77.05,86.5,970.98,312.27,2.0,3.4,-2.0,1.74,5.15,1.97,0.68,6.52
1055,42.0,54.0,77.8,942.0,282.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0
1056,12.6,16.99,74.1,173.35,36.01,1.4,1.0,-1.4,0.87,0.87,0.69,0.0,1.97
1057,34.08,45.12,75.5,569.08,195.52,0.9,1.5,-0.9,0.64,5.12,0.64,0.06,5.74
1058,46.59,57.29,81.3,869.88,261.76,0.8,0.5,-0.8,0.47,6.12,0.71,0.0,7.18
1059,34.44,40.0,86.1,618.0,252.89,0.1,0.2,0.9,0.22,1.33,0.22,0.0,2.0
1060,26.35,35.24,74.8,407.94,125.56,1.2,1.0,-1.2,2.22,2.86,1.9,0.0,5.71
1061,40.0,52.96,75.5,726.9,238.16,1.6,1.4,-1.6,0.83,3.14,0.61,0.4,4.19
1062,38.63,47.6,81.2,681.92,205.68,0.4,0.5,-0.4,0.62,4.25,0.21,0.07,4.45
1063,53.47,63.72,83.9,918.76,257.19,6.4,6.3,1.6,1.71,5.07,1.93,0.14,7.8
1064,25.67,31.71,81.0,303.14,48.0,6.6,5.4,-3.6,2.16,1.55,1.02,0.0,2.29
1065,10.0,10.0,100.0,103.75,8.75,0.3,0.1,-0.3,1.25,0.0,1.25,0.0,1.25
1066,31.23,36.15,86.4,695.77,370.85,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.08
1067,41.5,48.24,86.0,770.75,239.52,0.1,0.5,-0.1,0.13,2.6,0.26,0.04,3.26
1068,43.57,51.9,83.9,628.57,145.48,0.1,0.5,-0.1,0.48,1.9,1.43,0.0,4.05
1069,36.33,50.64,71.7,724.01,244.11,4.0,4.0,-1.0,1.38,4.44,0.74,0.17,4.55
1070,26.04,36.79,70.8,487.55,224.91,0.1,0.2,-0.1,0.38,1.32,0.19,0.19,3.4
1071,64.95,75.38,86.2,1059.91,272.82,10.3,9.8,-1.3,2.91,5.65,1.44,0.12,6.73
1072,32.8,42.8,76.6,536.44,188.98,2.1,1.9,-0.1,1.53,1.53,0.93,0.76,1.95
1073,21.58,27.85,77.5,351.81,99.5,3.5,2.9,0.5,1.07,2.25,0.77,0.13,3.93
1074,17.15,25.12,68.3,240.65,46.34,2.4,1.8,2.6,1.1,1.54,0.57,0.12,2.24
1075,63.08,72.97,86.4,899.18,260.51,4.3,3.3,1.7,1.64,2.51,1.49,0.67,4.41
1076,47.33,55.04,86.0,730.65,194.27,7.5,6.8,-0.5,1.25,3.03,1.66,0.56,4.33
1077,27.07,36.21,74.8,451.91,143.64,5.2,6.5,-1.2,2.42,2.57,1.01,0.24,3.58
1078,64.52,74.09,87.1,973.24,238.19,1.4,2.1,-0.4,0.69,5.44,0.62,0.12,5.25
1079,19.71,26.32,74.9,280.57,94.35,1.5,1.0,0.5,0.48,1.05,0.67,0.14,1.96
1080,32.14,38.27,84.0,590.51,229.34,0.2,0.1,-0.2,0.26,1.68,0.0,0.0,2.14
1081,10.39,13.66,76.0,113.87,19.96,4.3,2.2,0.7,1.02,0.56,0.39,0.0,0.92
1082,46.0,51.0,90.2,865.0,312.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,6.0
1083,30.29,40.66,74.5,485.0,131.25,0.6,1.2,0.4,0.74,2.06,0.44,0.37,3.46
1084,25.93,35.0,74.1,389.13,98.27,2.3,2.0,-0.3,1.67,1.67,1.07,0.4,3.07
1085,20.0,20.0,100.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,21.47,27.94,76.8,313.97,75.77,1.9,2.8,0.1,0.88,1.47,0.81,0.04,2.87
1087,66.67,85.83,77.7,1110.0,430.83,0.4,0.2,-0.4,3.33,5.0,5.0,2.5,8.33
1088,21.8,33.82,64.5,411.35,133.6,2.0,1.8,0.0,2.7,2.36,1.35,0.45,3.6
1089,40.82,48.53,84.1,678.12,243.24,1.6,1.6,-0.6,1.0,5.59,1.12,0.06,5.71
1090,43.66,52.56,83.1,706.22,251.22,0.2,0.4,0.8,0.12,2.32,0.98,0.49,4.88
1091,40.0,53.18,75.2,649.77,235.0,0.9,0.3,-0.9,1.59,2.73,0.91,0.45,3.64
1092,79.63,92.05,86.5,1179.35,375.53,5.2,4.2,-0.2,2.0,7.12,2.09,0.6,10.14
1093,51.95,63.45,81.9,870.11,354.37,0.3,0.7,-0.3,0.34,4.71,0.34,0.11,5.29
1094,17.73,26.14,67.8,231.59,53.86,0.7,0.9,0.3,1.14,2.05,0.23,0.0,2.5
1095,23.34,34.12,68.4,389.81,150.93,6.1,4.6,-0.1,2.17,2.91,1.15,0.22,4.18
1096,31.09,39.91,77.9,560.64,209.0,0.0,0.1,0.0,0.09,0.91,0.0,0.0,1.73
1097,36.67,46.67,78.6,536.67,173.33,0.1,0.1,-0.1,3.33,0.0,3.33,0.0,6.67
1098,18.72,25.7,72.9,316.51,82.56,0.7,0.4,0.3,0.35,0.7,0.47,0.12,1.51
1099,46.67,60.0,77.8,683.33,176.67,0.0,0.0,0.0,0.0,6.67,0.0,0.0,10.0
1100,40.35,47.82,84.4,616.68,164.6,3.7,3.6,-1.7,1.93,4.26,1.63,0.25,6.29
1101,13.75,17.5,78.6,215.0,17.5,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25
1102,16.63,25.65,64.8,236.79,96.67,3.4,3.3,-0.4,1.14,1.5,1.38,0.45,2.52
1103,26.81,33.89,79.1,369.38,89.91,1.2,1.4,1.8,1.42,2.57,1.06,0.35,3.36
1104,69.17,78.75,87.8,1337.5,432.08,0.0,0.2,0.0,0.0,2.92,0.83,0.0,4.17
1105,34.39,42.73,80.5,587.12,239.39,0.7,0.3,-0.7,0.45,2.12,0.61,0.45,3.18
1106,41.45,49.68,83.4,630.08,197.34,2.0,1.2,-1.0,1.77,2.18,1.37,1.05,3.39
1107,34.53,42.63,81.0,652.11,265.89,0.0,0.2,0.0,0.11,3.26,0.32,0.11,3.58
1108,26.08,32.59,80.0,327.06,82.08,4.4,4.3,2.6,1.57,2.22,0.99,0.03,3.38
1109,70.0,90.0,77.8,1130.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1110,84.6,91.83,92.1,1456.27,559.77,0.9,1.1,-0.9,0.38,5.93,0.38,0.04,5.59
1111,18.04,23.45,77.0,240.89,43.74,3.0,2.9,0.0,0.72,0.81,0.3,0.09,1.57
1112,18.46,30.0,61.5,273.85,91.54,0.0,0.0,0.0,0.0,0.77,0.0,0.0,1.54
1113,30.13,41.52,72.6,442.28,167.85,1.0,1.1,0.0,0.38,1.52,0.89,0.38,3.16
1114,55.4,67.14,82.5,1038.1,325.87,0.5,0.7,-0.5,1.11,3.81,0.95,0.79,4.76
1115,15.56,26.94,57.7,422.0,304.72,0.0,0.0,0.0,0.0,0.5,0.06,0.0,0.0
1116,20.0,50.0,40.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,46.76,59.43,78.7,769.11,286.05,4.4,6.0,0.6,1.42,2.78,1.64,0.39,4.41
1118,52.39,59.7,87.8,720.75,206.87,0.4,0.6,-0.4,0.75,4.18,0.75,0.6,5.37
1119,34.48,44.48,77.5,593.22,164.37,0.7,0.9,-0.7,1.15,2.87,1.61,0.57,4.6
1120,21.47,31.03,69.2,337.06,71.91,1.6,1.5,1.4,1.62,1.47,1.47,0.88,2.5
1121,29.89,36.58,81.7,554.46,186.58,1.6,1.6,0.4,1.29,3.24,0.79,0.11,3.38
1122,32.67,40.67,80.3,509.11,169.56,1.0,0.8,0.0,0.89,2.22,1.56,0.44,4.44
1123,8.92,18.11,49.3,113.78,22.43,0.0,0.1,0.0,0.54,0.54,0.0,0.0,0.81
1124,30.17,33.83,89.2,667.67,198.39,0.0,0.1,0.0,0.06,1.61,0.28,0.06,2.28
1125,59.01,68.56,86.1,1028.06,365.14,0.8,1.1,0.2,0.6,5.7,0.63,0.21,6.23
1126,33.05,46.31,71.4,565.34,267.1,2.1,2.8,-0.1,1.15,2.62,0.86,0.65,3.37
1127,35.9,41.91,85.7,687.87,231.81,0.0,0.1,0.0,0.16,1.06,0.0,0.0,1.12
1128,78.77,87.69,89.8,1360.61,430.24,1.6,1.4,-0.6,0.57,7.83,0.42,0.05,7.36
1129,32.12,45.38,70.8,676.12,347.0,0.4,0.4,-0.4,0.75,3.38,0.12,0.0,3.88
1130,55.39,64.32,86.1,845.16,291.19,4.3,4.6,-0.3,1.42,3.32,1.29,0.39,5.35
1131,25.37,35.61,71.2,454.63,180.98,0.0,0.1,0.0,0.0,1.34,0.0,0.0,1.83
1132,32.19,40.33,79.8,613.17,234.43,0.2,0.1,0.8,0.11,1.8,0.05,0.0,1.91
1133,56.4,66.32,85.1,882.11,250.44,1.2,1.9,1.8,1.05,5.88,1.49,0.26,8.25
1134,51.11,56.11,91.1,606.67,179.44,0.0,0.1,0.0,0.56,3.33,0.0,0.0,4.44
1135,24.01,37.15,64.6,832.95,691.63,0.0,0.1,0.0,0.03,1.1,0.0,0.0,0.03
1136,41.54,48.59,85.5,621.58,145.0,2.4,1.9,-2.4,0.77,3.38,0.64,0.3,3.93
1137,29.0,44.0,65.9,545.0,160.0,0.1,0.1,-0.1,3.0,2.0,1.0,0.0,6.0
1138,60.94,68.75,88.6,835.94,360.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.94
1139,27.21,32.98,82.5,371.87,86.56,11.8,8.3,-1.8,2.09,1.23,1.99,0.06,4.26
1140,30.76,35.06,87.7,482.66,113.16,0.1,0.1,-0.1,0.13,1.27,0.25,0.0,2.66
1141,33.75,41.04,82.2,723.44,292.4,0.0,0.1,0.0,0.0,2.19,0.0,0.0,2.71
1142,40.1,45.38,88.3,838.27,252.02,0.1,0.1,0.9,0.1,1.35,0.0,0.0,2.31
1143,35.0,52.5,66.7,677.5,303.75,0.0,0.0,0.0,0.0,7.5,0.0,0.0,6.25
1144,79.21,86.97,91.1,1178.36,395.94,0.5,0.9,1.5,0.36,6.0,0.55,0.0,6.18
1145,43.09,51.34,83.9,618.45,120.82,0.7,0.4,-0.7,0.82,2.47,0.52,0.1,1.96
1146,24.12,29.8,80.9,340.98,54.9,0.9,1.2,2.1,1.76,0.98,0.39,0.0,2.55
1147,38.03,44.52,85.4,636.25,179.0,0.4,0.7,0.6,0.35,3.17,0.23,0.0,3.63
1148,49.55,62.45,79.3,759.51,169.22,8.1,8.3,-1.1,3.18,2.9,1.67,0.2,4.86
1149,15.2,23.77,63.9,198.17,37.03,1.7,1.3,0.3,1.09,0.97,0.63,0.0,2.06
1150,19.3,28.87,66.8,258.55,58.59,2.1,2.0,-0.1,1.25,1.33,0.47,0.04,1.91
1151,17.47,26.71,65.4,323.04,153.8,0.4,0.2,-0.4,0.13,2.15,0.25,0.25,1.65
1152,35.29,45.05,78.3,644.17,206.08,1.5,1.4,0.5,0.83,4.12,0.44,0.1,4.26
1153,17.82,28.03,63.6,257.96,67.82,1.3,1.4,-1.3,0.99,1.27,1.27,0.35,2.75
1154,28.95,43.52,66.5,445.24,154.1,0.8,1.0,0.2,0.38,1.71,0.76,0.57,2.57
1155,25.68,35.23,72.9,383.41,137.95,0.3,0.3,-0.3,1.14,2.73,0.91,0.0,4.09
1156,32.58,39.5,82.5,630.25,168.17,0.3,0.1,-0.3,0.75,3.17,0.0,0.0,4.75
1157,38.23,45.65,83.7,720.16,190.16,0.0,0.1,0.0,0.0,3.23,0.16,0.0,2.58
1158,30.73,46.25,66.4,501.15,198.28,9.3,9.4,-0.3,3.41,1.42,2.15,1.07,3.56
1159,18.58,25.22,73.7,273.63,66.11,0.7,0.7,0.3,1.06,0.97,0.53,0.09,1.68
1160,11.67,15.0,77.8,124.58,30.42,0.1,0.0,-0.1,0.83,0.83,0.0,0.0,0.83
1161,14.58,26.25,55.6,209.58,29.58,0.3,0.5,-0.3,1.67,0.0,0.83,0.0,0.83
1162,21.39,26.85,79.7,500.33,364.76,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.03
1163,20.0,20.0,100.0,280.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
1164,47.67,56.41,84.5,922.98,339.32,0.5,1.0,-0.5,0.19,3.4,0.23,0.03,3.37
1165,27.86,35.73,78.0,438.64,88.64,2.8,2.5,-1.8,1.75,0.97,1.55,0.39,2.82
1166,34.81,41.81,83.3,511.52,148.0,1.1,1.8,-0.1,1.0,3.38,0.76,0.1,3.62
1167,70.18,80.53,87.1,1254.56,425.09,0.1,0.1,-0.1,0.18,2.81,0.18,0.0,3.16
1168,180.0,190.0,94.7,3700.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1169,71.7,80.57,89.0,1446.76,482.78,0.9,1.4,-0.9,0.51,4.89,0.34,0.0,4.66
1170,37.24,43.7,85.2,610.94,160.72,0.7,0.7,2.3,0.88,3.76,0.5,0.11,5.14
1171,53.61,63.91,83.9,816.39,318.5,0.4,1.0,-0.4,0.68,3.46,0.75,0.38,3.83
1172,84.52,96.92,87.2,1378.9,499.04,1.2,1.5,-1.2,0.62,10.96,0.82,0.07,9.18
1173,12.67,16.75,75.6,148.0,36.83,1.6,0.9,0.4,1.17,0.58,0.58,0.04,1.38
1174,29.78,40.83,72.9,535.61,226.17,1.6,2.9,-0.6,0.94,2.83,1.5,0.89,3.0
1175,26.8,35.31,75.9,429.84,115.31,1.2,1.1,0.8,0.94,3.2,0.78,0.16,5.23
1176,30.75,42.45,72.4,433.77,132.45,0.7,0.7,0.3,1.51,2.08,1.7,0.19,4.15
1177,24.33,40.45,60.2,472.17,209.17,0.7,1.0,1.3,0.7,2.61,0.96,0.76,2.74
1178,18.44,22.44,82.2,250.89,39.78,0.9,0.7,0.1,2.44,0.44,1.33,0.0,2.67
1179,20.71,26.79,77.3,268.57,40.36,0.3,0.4,-0.3,1.07,1.07,1.07,0.0,1.79
1180,76.81,82.25,93.4,1200.82,392.47,0.7,0.5,-0.7,0.38,6.76,0.11,0.0,5.88
1181,20.75,25.45,81.5,322.09,62.19,2.0,2.0,-1.0,0.8,1.34,1.07,0.05,3.1
1182,9.32,14.15,65.9,117.12,19.83,0.7,0.6,0.3,0.68,0.42,0.17,0.0,0.85
1183,10.0,10.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,47.25,57.34,82.4,787.38,226.7,5.0,4.6,-3.0,2.02,4.59,1.03,0.26,5.92
1185,36.67,48.11,76.2,584.89,190.33,1.3,1.6,0.7,2.11,2.22,1.44,1.0,2.78
1186,48.28,59.14,81.6,760.86,226.21,0.2,0.3,-0.2,0.34,4.14,1.03,0.52,3.62
1187,inf,inf,100.0,inf,,0.0,0.0,0.0,,,,,
1188,18.37,25.05,73.3,241.52,36.3,2.1,1.3,-1.1,0.92,0.65,0.65,0.0,2.12
1189,35.45,41.82,84.8,560.91,127.27,0.0,0.0,0.0,0.91,3.64,0.0,0.0,6.36
1190,16.89,23.78,71.0,189.78,37.78,0.3,0.3,-0.3,1.11,0.44,0.67,0.0,1.78
1191,39.57,41.74,94.8,637.83,168.26,0.1,0.1,-0.1,0.87,5.22,0.0,0.0,5.65
1192,28.33,30.56,92.7,391.11,127.22,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.56
1193,15.34,19.64,78.1,216.97,46.49,3.7,2.8,-1.7,1.08,1.12,0.84,0.0,2.83
1194,18.32,27.56,66.5,260.5,56.81,2.6,2.0,-1.6,1.6,0.67,0.92,0.34,1.76
1195,46.55,58.22,80.0,753.99,242.13,6.4,6.4,-1.4,3.14,5.04,2.25,0.27,8.37
1196,31.41,37.75,83.2,602.96,182.11,0.0,0.1,0.0,0.14,1.83,0.56,0.0,1.55
1197,46.06,54.93,83.9,682.12,235.47,1.2,1.5,-0.2,0.36,3.28,0.84,0.26,4.16
1198,38.06,45.9,82.9,768.77,270.31,0.1,0.3,-0.1,0.18,2.03,0.22,0.04,2.16
1199,20.0,20.0,100.0,710.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
1200,45.08,51.41,87.7,810.79,275.48,0.2,0.6,-0.2,0.28,2.32,0.17,0.06,2.03
1201,73.91,83.31,88.7,1215.97,452.98,2.0,2.4,0.0,0.77,4.8,0.85,0.28,4.88
1202,24.54,37.45,65.5,426.82,171.66,11.5,9.9,-4.5,2.65,2.72,1.92,0.86,4.6
1203,22.5,35.0,64.3,370.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
1204,16.88,26.25,64.3,340.62,111.88,0.2,0.4,-0.2,2.5,0.62,1.88,0.62,2.5
1205,33.65,43.07,78.1,555.57,174.92,4.7,4.0,-2.7,2.01,3.44,1.89,0.33,6.02
1206,61.31,67.49,90.9,1190.16,356.45,0.5,1.3,-0.5,0.38,3.01,0.22,0.0,3.22
1207,16.56,21.41,77.3,209.9,49.42,4.3,2.9,0.7,1.22,1.29,0.68,0.0,2.15
1208,50.0,60.0,83.3,870.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
