Rk,TklAPlayers90,TklW90,TklADribblers90,TklAttDri90,Tkl%,Bl90,ShBl90,PassBl90,Int90,Clr90,Err90
1,2.12,1.39,1.46,2.48,58.8,0.66,0.36,0.29,0.58,1.97,0.0
2,2.27,1.28,1.13,2.27,50.0,1.84,0.07,1.77,0.14,0.28,0.0
3,1.82,1.82,0.91,0.91,100.0,1.82,0.0,1.82,0.0,0.0,0.0
4,,,,,,,,,,,
5,2.07,1.13,0.84,1.46,57.8,1.65,1.04,0.61,1.26,3.53,0.06
6,1.24,0.83,0.47,1.07,44.4,0.71,0.06,0.65,0.71,1.07,0.0
7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0
8,2.67,1.64,1.19,3.02,39.6,0.91,0.19,0.72,1.92,1.92,0.09
9,0.78,0.34,0.26,0.69,37.5,0.26,0.0,0.26,0.26,0.43,0.0
10,1.6,1.22,1.09,2.18,50.0,1.47,0.32,1.15,0.96,3.97,0.0
11,1.07,0.95,0.36,1.43,25.0,1.07,0.12,0.95,0.12,0.24,0.0
12,1.36,0.74,0.82,1.36,60.0,1.21,1.01,0.19,0.89,4.47,0.0
13,1.11,0.37,0.0,0.0,,0.37,0.0,0.37,0.0,1.48,0.0
14,0.83,0.49,0.42,0.53,78.6,0.75,0.49,0.26,1.21,2.91,0.04
15,0.0,0.0,0.0,0.0,,30.0,30.0,0.0,0.0,0.0,0.0
16,2.29,1.46,0.62,0.97,64.3,0.83,0.14,0.69,0.28,1.74,0.0
17,0.93,0.47,0.0,0.93,0.0,0.93,0.23,0.7,0.23,0.23,0.0
18,1.43,0.71,0.54,1.25,42.9,0.54,0.0,0.54,0.18,0.18,0.0
19,0.48,0.16,0.12,0.28,42.9,0.36,0.08,0.28,0.2,0.44,0.0
20,3.08,2.31,1.54,2.31,66.7,1.54,0.0,1.54,3.08,1.54,0.0
21,4.17,0.83,0.83,1.67,50.0,0.83,0.0,0.83,0.0,1.67,0.0
22,1.57,1.01,0.67,1.24,54.5,1.8,0.11,1.69,0.56,0.79,0.0
23,1.17,0.61,0.67,1.17,57.1,0.89,0.61,0.28,1.39,4.44,0.0
24,0.25,0.06,0.06,0.76,8.3,0.82,0.13,0.7,0.38,1.58,0.0
25,1.58,1.39,0.79,1.98,40.0,1.09,0.0,1.09,0.3,0.5,0.0
26,1.82,0.81,0.77,1.7,45.2,1.26,0.04,1.21,0.77,0.89,0.0
27,0.94,0.65,0.43,0.51,85.7,1.09,0.58,0.51,1.3,4.64,0.07
28,1.6,0.7,0.7,1.7,41.2,1.0,0.2,0.8,0.6,0.5,0.0
29,2.18,1.09,0.83,2.24,37.1,1.41,0.51,0.9,1.28,0.96,0.06
30,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,30.0,0.0
31,2.69,2.31,0.77,0.77,100.0,1.92,0.0,1.92,0.77,0.77,0.0
32,1.41,0.81,0.6,1.37,44.1,1.13,0.24,0.89,0.48,0.89,0.0
33,2.26,1.42,1.53,2.22,68.8,1.63,0.87,0.76,1.91,4.03,0.03
34,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
36,2.67,2.09,1.05,1.4,75.0,0.7,0.12,0.58,0.81,0.93,0.0
37,2.51,1.62,1.62,2.29,70.7,1.51,0.39,1.12,0.73,2.29,0.0
38,1.26,0.68,0.78,1.07,72.7,1.6,1.17,0.44,0.83,4.13,0.1
39,2.48,1.45,1.26,2.1,60.0,1.64,0.23,1.4,1.21,2.15,0.0
40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
41,3.33,2.31,2.05,4.36,47.1,0.77,0.0,0.77,0.51,1.03,0.0
42,2.18,1.22,1.02,1.67,61.2,1.46,0.88,0.58,1.19,4.66,0.07
43,1.78,0.67,0.89,1.78,50.0,0.67,0.22,0.44,0.89,6.22,0.0
44,2.5,1.65,1.54,2.18,70.7,1.01,0.16,0.85,0.96,2.71,0.05
45,2.74,1.7,1.08,1.89,57.1,1.24,0.23,1.0,0.58,1.47,0.0
46,0.6,0.4,0.3,0.9,33.3,0.4,0.1,0.3,0.2,0.8,0.0
47,1.86,1.03,1.13,1.76,63.9,1.27,0.54,0.74,1.23,3.87,0.05
48,0.2,0.13,0.13,0.73,18.2,0.4,0.13,0.26,0.26,0.73,0.0
49,1.51,1.0,0.79,1.4,56.4,1.0,0.43,0.57,0.82,2.51,0.11
50,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
51,1.15,0.7,0.57,0.88,65.0,0.75,0.09,0.66,0.62,2.38,0.0
52,2.14,1.25,0.6,1.19,50.0,0.6,0.12,0.48,0.77,0.77,0.0
53,1.45,0.81,0.7,0.86,81.3,0.75,0.22,0.54,0.54,1.83,0.0
54,1.21,0.55,0.88,1.21,72.7,0.99,0.33,0.66,1.1,2.75,0.0
55,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2.07,1.28,0.67,2.01,33.3,1.17,0.0,1.17,0.5,0.17,0.0
57,16.67,10.0,10.0,10.0,100.0,10.0,3.33,6.67,3.33,3.33,0.0
58,4.12,2.65,1.76,2.06,85.7,1.47,0.29,1.18,1.76,3.24,0.0
59,2.56,1.41,0.38,1.15,33.3,1.28,0.51,0.77,1.54,1.92,0.13
60,1.67,0.0,0.0,1.67,0.0,1.67,0.0,1.67,0.0,0.0,0.0
61,2.87,1.48,2.13,2.87,74.3,2.3,0.66,1.64,1.48,2.62,0.0
62,1.02,0.7,0.31,0.62,50.0,0.78,0.55,0.23,1.17,2.66,0.0
63,1.36,0.78,0.58,2.06,28.3,1.32,0.16,1.17,0.27,0.51,0.0
64,1.11,0.62,0.8,1.19,66.7,1.37,1.06,0.31,0.71,4.51,0.0
65,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
66,1.43,1.43,1.19,2.38,50.0,1.19,0.48,0.71,1.19,0.95,0.0
67,2.79,1.7,1.44,3.48,41.3,1.72,0.4,1.32,0.95,1.58,0.06
68,1.15,0.86,0.78,1.43,54.3,1.23,0.74,0.49,0.53,4.55,0.0
69,2.13,1.22,0.9,3.03,29.8,1.06,0.0,1.06,0.37,0.9,0.0
70,2.12,0.71,0.88,2.12,41.7,1.24,0.27,0.97,0.35,1.15,0.0
71,1.63,1.09,1.13,3.64,31.0,0.92,0.08,0.84,1.3,2.01,0.21
72,1.43,0.0,0.0,0.0,,0.71,0.0,0.71,0.71,1.43,0.0
73,1.43,1.07,0.71,2.5,28.6,2.14,0.0,2.14,0.36,0.36,0.0
74,1.25,0.94,0.31,1.15,27.3,1.04,0.0,1.04,0.31,0.62,0.0
75,0.7,0.28,0.28,1.27,22.2,1.62,0.14,1.48,0.56,1.06,0.07
76,0.27,0.18,0.18,0.36,50.0,0.54,0.09,0.45,0.27,0.36,0.0
77,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.39,0.14
78,1.62,0.27,1.08,1.62,66.7,0.81,0.0,0.81,0.81,0.81,0.0
79,1.45,0.87,0.68,1.69,40.0,0.97,0.14,0.82,0.63,1.45,0.0
80,2.34,1.4,0.84,1.78,47.4,1.21,0.09,1.12,0.56,0.47,0.0
81,1.67,1.12,0.51,1.35,37.9,1.35,0.09,1.26,0.47,0.6,0.0
82,1.92,1.24,0.98,2.18,45.1,0.9,0.09,0.81,0.6,0.43,0.0
83,1.79,1.07,1.07,1.43,75.0,0.71,0.0,0.71,1.43,2.14,0.0
84,1.86,0.81,1.05,2.79,37.5,2.09,0.58,1.51,0.58,2.09,0.0
85,2.38,1.27,1.75,3.65,47.8,1.9,0.16,1.75,1.43,1.59,0.0
86,3.03,1.48,1.17,2.5,47.0,2.23,0.76,1.48,1.59,3.07,0.0
87,2.41,1.31,1.31,2.02,64.9,1.42,0.39,1.03,1.24,2.84,0.0
88,1.65,1.06,1.06,2.35,45.0,0.47,0.12,0.35,0.59,1.06,0.0
89,0.82,0.44,0.27,1.09,25.0,1.02,0.0,1.02,0.07,0.48,0.03
90,1.41,0.7,0.94,1.48,63.2,0.62,0.39,0.23,0.86,2.66,0.08
91,1.7,1.49,0.43,1.91,22.2,1.06,0.21,0.85,0.43,1.06,0.0
92,4.29,2.86,2.14,2.14,100.0,2.14,0.71,1.43,0.71,0.71,0.0
93,1.82,0.81,0.71,2.12,33.3,1.11,0.1,1.01,1.11,1.62,0.0
94,2.54,1.79,0.45,1.34,33.3,1.94,0.0,1.94,1.64,0.9,0.0
95,2.05,1.36,0.45,2.27,20.0,0.45,0.0,0.45,0.68,1.36,0.0
96,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
97,1.0,1.0,1.0,3.0,33.3,2.0,1.0,1.0,3.0,2.0,0.0
98,1.24,0.83,0.32,1.15,28.0,1.06,0.46,0.6,0.41,0.46,0.0
99,1.8,0.79,1.24,1.69,73.3,0.67,0.0,0.67,0.79,3.15,0.0
100,1.72,0.47,0.62,0.78,80.0,0.62,0.31,0.31,1.41,2.97,0.31
101,2.07,0.99,1.35,2.07,65.2,0.81,0.18,0.63,0.99,3.06,0.18
102,1.51,0.96,0.89,1.3,68.4,1.1,0.14,0.96,0.96,1.23,0.0
103,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104,,,,,,,,,,,
105,2.6,1.54,1.63,2.98,54.8,1.92,0.67,1.25,0.77,1.83,0.19
106,1.48,0.92,0.77,1.03,74.4,0.87,0.47,0.4,1.08,5.46,0.03
107,2.11,1.58,1.32,2.54,51.7,2.02,0.35,1.67,0.7,2.02,0.0
108,2.53,1.46,1.1,2.92,37.8,1.46,0.1,1.36,0.88,0.75,0.0
109,3.11,1.71,1.5,2.83,53.1,1.19,0.17,1.01,1.22,2.1,0.0
110,1.05,0.53,0.0,2.11,0.0,1.05,0.0,1.05,0.0,0.53,0.0
111,1.6,0.96,0.69,1.28,54.2,0.8,0.21,0.59,1.06,0.9,0.0
112,1.16,0.69,0.81,1.21,66.7,1.79,1.04,0.75,1.62,4.28,0.12
113,1.65,0.87,0.87,1.5,57.9,0.87,0.39,0.47,0.94,2.91,0.08
114,0.56,0.56,0.56,1.67,33.3,0.0,0.0,0.0,2.22,4.44,0.0
115,1.76,0.59,0.59,4.12,14.3,1.76,0.0,1.76,0.59,1.76,0.0
116,1.21,0.78,0.72,1.31,54.8,1.03,0.62,0.4,1.25,4.67,0.03
117,0.8,0.43,0.16,0.59,27.3,0.85,0.16,0.69,0.21,0.21,0.0
118,2.72,1.43,1.36,2.72,50.0,1.97,0.07,1.9,0.82,0.61,0.0
119,1.56,0.89,0.89,1.63,54.5,0.96,0.15,0.81,0.15,0.81,0.07
120,1.9,1.31,0.36,1.43,25.0,0.6,0.0,0.6,0.48,0.24,0.12
121,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,1.11,1.11,0.0
122,1.58,0.53,0.26,1.58,16.7,0.26,0.0,0.26,0.53,1.84,0.0
123,4.0,2.5,2.5,4.17,60.0,1.33,0.5,0.83,1.17,2.83,0.0
124,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
125,2.53,1.36,1.42,2.04,69.7,1.42,0.99,0.43,0.62,3.21,0.06
126,1.22,0.99,0.54,0.77,70.6,0.9,0.5,0.41,0.54,2.97,0.09
127,2.19,1.33,0.67,1.43,46.7,1.62,0.67,0.95,1.43,0.86,0.0
128,0.88,0.64,0.39,0.88,44.4,1.08,0.15,0.93,0.05,0.54,0.0
129,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
130,0.03,0.03,0.03,0.1,33.3,0.0,0.0,0.0,0.03,0.53,0.0
131,2.76,1.38,0.69,1.03,66.7,0.34,0.0,0.34,0.34,0.0,0.0
132,1.52,0.81,1.05,1.28,81.6,1.22,0.51,0.71,0.61,1.96,0.0
133,,,,,,,,,,,
134,1.71,0.73,0.24,1.22,20.0,0.98,0.24,0.73,0.24,0.98,0.0
135,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0
136,1.15,1.15,0.77,1.15,66.7,0.38,0.0,0.38,0.38,1.15,0.0
137,1.36,0.78,0.58,2.04,28.6,1.07,0.19,0.87,0.29,0.19,0.0
138,0.84,0.56,0.35,1.47,23.8,0.49,0.14,0.35,0.21,0.35,0.0
139,1.12,0.45,0.45,0.79,57.1,0.9,0.11,0.79,0.56,0.56,0.0
140,1.83,1.12,1.01,2.05,49.1,0.83,0.14,0.68,0.86,2.16,0.0
141,,,,,,,,,,,
142,1.5,0.75,0.62,1.37,45.2,0.88,0.04,0.84,0.7,0.35,0.04
143,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.3,0.0
144,2.0,1.5,1.0,1.0,100.0,0.5,0.5,0.0,0.0,3.5,0.0
145,0.77,0.27,0.32,1.04,30.4,0.77,0.14,0.63,0.18,0.5,0.0
146,0.97,0.81,0.32,1.05,30.8,0.56,0.0,0.56,0.4,0.16,0.0
147,0.8,0.23,0.23,1.26,18.2,1.03,0.34,0.69,1.26,0.92,0.0
148,1.38,0.96,0.32,1.06,30.0,0.74,0.11,0.64,0.64,0.96,0.0
149,,,,,,,,,,inf,
150,0.37,0.2,0.03,0.5,6.7,0.76,0.1,0.66,0.33,0.27,0.0
151,2.55,1.24,1.02,1.97,51.9,1.61,0.51,1.09,1.39,3.14,0.07
152,2.14,1.07,0.8,2.14,37.5,0.8,0.36,0.45,0.8,2.41,0.09
153,2.25,0.75,1.5,2.0,75.0,1.75,0.25,1.5,1.0,0.25,0.0
154,3.06,2.1,0.81,2.1,38.5,0.81,0.16,0.65,0.97,1.45,0.0
155,1.75,1.36,0.78,1.84,42.1,1.26,0.29,0.97,0.97,2.23,0.0
156,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.24,0.03
157,0.76,0.48,0.24,0.89,26.9,1.03,0.17,0.86,0.31,0.89,0.0
158,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.27,0.0
159,0.97,0.71,0.59,0.93,64.0,0.78,0.37,0.41,0.63,3.31,0.0
160,1.51,1.09,0.78,1.15,68.2,1.04,0.42,0.62,0.83,2.71,0.0
161,1.4,0.6,0.6,0.9,66.7,1.0,0.7,0.3,0.5,2.3,0.0
162,2.15,1.51,0.54,1.18,45.5,1.08,0.32,0.75,0.97,3.87,0.11
163,0.31,0.21,0.31,1.15,27.3,1.46,0.0,1.46,0.42,0.83,0.0
164,0.61,0.3,0.3,0.91,33.3,0.61,0.0,0.61,0.3,1.21,0.0
165,0.78,0.6,0.09,0.17,50.0,0.6,0.17,0.43,0.09,0.78,0.0
166,1.22,0.89,0.49,0.73,66.7,0.65,0.24,0.41,0.16,0.89,0.0
167,2.3,1.27,0.74,1.48,50.0,1.52,0.07,1.45,0.57,0.53,0.0
168,2.13,1.15,1.15,2.64,43.5,1.15,0.34,0.8,1.84,1.21,0.06
169,1.23,0.77,0.62,1.23,50.0,0.62,0.15,0.46,0.46,0.92,0.15
170,1.58,0.89,0.76,1.2,63.2,1.58,0.38,1.2,1.01,2.91,0.0
171,1.79,1.04,0.85,1.7,50.0,1.04,0.19,0.85,1.51,2.17,0.0
172,1.97,1.15,1.15,2.3,50.0,1.31,0.33,0.98,0.98,1.97,0.0
173,,,,,,inf,,inf,,,
174,2.89,1.64,1.07,2.45,43.6,1.26,0.38,0.88,0.69,1.7,0.13
175,2.0,2.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,2.0,0.0
176,2.68,1.95,0.49,1.22,40.0,1.46,0.24,1.22,0.0,0.49,0.0
177,5.0,1.25,1.25,1.25,100.0,2.5,1.25,1.25,3.75,0.0,0.0
178,2.57,1.62,1.19,1.94,61.2,0.91,0.59,0.32,1.5,4.58,0.08
179,1.81,0.96,0.85,2.16,39.3,1.6,0.46,1.13,1.77,1.91,0.04
180,2.55,1.25,1.65,3.25,50.8,1.1,0.2,0.9,1.25,1.0,0.0
181,1.41,1.01,0.6,0.94,64.3,1.41,0.94,0.47,1.21,4.43,0.13
182,1.18,0.73,0.7,1.64,42.6,0.8,0.07,0.73,0.45,0.59,0.03
183,0.71,0.18,0.0,1.25,0.0,0.89,0.0,0.89,0.71,0.18,0.0
184,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
185,0.57,0.3,0.22,0.87,25.0,0.78,0.04,0.74,0.39,0.26,0.0
186,0.54,0.32,0.22,0.22,100.0,0.86,0.86,0.0,0.97,4.09,0.22
187,13.33,3.33,10.0,16.67,60.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.89,0.41,0.34,0.89,38.5,0.34,0.07,0.27,0.41,0.55,0.0
189,0.45,0.0,0.0,0.0,,0.91,0.0,0.91,0.0,0.0,0.0
190,2.33,1.16,1.03,1.92,53.6,0.68,0.27,0.41,1.78,1.03,0.07
191,1.67,0.71,0.48,2.86,16.7,1.19,0.0,1.19,0.71,1.43,0.0
192,1.65,0.89,0.94,2.05,45.7,1.21,0.04,1.16,0.94,2.01,0.04
193,1.24,0.91,0.45,1.65,27.5,1.07,0.04,1.03,0.83,0.45,0.0
194,0.48,0.24,0.36,1.2,30.0,0.84,0.0,0.84,0.24,0.0,0.0
195,1.55,0.86,0.17,0.17,100.0,0.34,0.0,0.34,0.0,0.69,0.0
196,1.31,0.72,0.46,0.72,63.6,0.92,0.07,0.85,0.33,1.37,0.07
197,1.67,0.93,0.56,1.39,40.0,1.3,0.74,0.56,0.93,3.06,0.0
198,2.72,1.36,1.56,3.13,50.0,2.38,0.48,1.9,1.22,2.04,0.2
199,8.57,2.86,4.29,5.71,75.0,0.0,0.0,0.0,2.86,0.0,0.0
200,3.13,1.98,1.94,2.66,73.1,1.51,0.6,0.91,2.02,3.61,0.0
201,1.38,0.97,0.69,1.22,56.4,0.85,0.34,0.5,0.91,2.07,0.03
202,5.0,2.5,1.25,2.5,50.0,1.25,0.0,1.25,3.75,2.5,0.0
203,0.64,0.21,0.27,0.69,38.5,0.53,0.0,0.53,0.16,0.21,0.0
204,0.64,0.41,0.09,0.77,11.8,0.91,0.0,0.91,0.82,0.55,0.0
205,1.11,0.71,0.32,0.79,40.0,0.56,0.08,0.48,0.16,0.24,0.0
206,2.0,2.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0
207,1.8,1.53,0.47,1.4,33.3,1.2,0.0,1.2,0.2,0.47,0.0
208,1.2,1.0,0.6,1.4,42.9,0.6,0.0,0.6,0.6,1.8,0.0
209,3.64,1.82,2.73,3.64,75.0,0.0,0.0,0.0,3.64,2.73,0.0
210,1.02,0.39,0.43,0.86,50.0,1.99,1.21,0.78,0.86,4.53,0.04
211,1.23,0.78,0.44,1.23,36.0,0.64,0.05,0.59,0.54,1.08,0.0
212,1.6,1.6,0.4,2.0,20.0,2.0,0.4,1.6,1.2,2.4,0.0
213,0.67,0.22,0.33,0.78,42.9,0.56,0.0,0.56,0.22,0.44,0.0
214,3.24,1.47,1.76,2.35,75.0,0.88,0.0,0.88,1.18,0.88,0.29
215,1.67,0.67,0.33,2.33,14.3,1.33,0.0,1.33,0.67,0.0,0.0
216,2.24,1.05,0.46,1.64,28.0,1.78,0.13,1.64,0.66,0.86,0.07
217,2.34,1.29,1.25,2.14,58.7,1.56,0.41,1.15,1.42,1.56,0.0
218,1.46,0.95,0.6,1.99,30.2,0.98,0.03,0.95,0.32,0.38,0.03
219,1.76,0.59,0.88,2.35,37.5,0.59,0.29,0.29,0.59,0.59,0.0
220,1.62,0.65,0.38,1.65,22.9,0.86,0.31,0.55,0.86,1.75,0.07
221,2.5,1.39,0.83,1.67,50.0,1.94,0.0,1.94,0.56,0.28,0.0
222,0.67,0.11,0.11,0.22,50.0,0.11,0.0,0.11,0.56,0.34,0.0
223,2.24,1.38,1.03,1.72,60.0,1.55,0.55,1.0,1.24,1.83,0.0
224,2.08,1.35,0.9,2.24,40.0,1.51,0.38,1.12,0.87,1.96,0.06
225,2.01,1.32,0.63,1.64,38.5,1.13,0.06,1.07,0.38,0.31,0.0
226,2.6,1.45,1.1,2.31,47.5,1.16,0.17,0.98,1.62,1.39,0.12
227,2.22,0.0,2.22,4.44,50.0,1.11,1.11,0.0,0.0,7.78,0.0
228,1.6,1.2,1.6,2.0,80.0,1.2,0.4,0.8,1.2,4.0,0.0
229,0.57,0.33,0.22,0.41,53.3,1.15,0.71,0.44,0.63,3.93,0.03
230,20.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,10.0,0.0
231,1.94,0.56,0.56,2.5,22.2,2.5,1.11,1.39,1.39,4.72,0.0
232,1.55,1.01,0.78,2.09,37.0,1.4,0.47,0.93,1.09,2.25,0.0
233,1.91,1.13,0.82,1.13,72.4,1.25,0.43,0.82,1.09,3.28,0.16
234,1.83,1.31,1.03,1.59,65.0,0.99,0.44,0.56,0.91,1.9,0.04
235,2.65,1.57,1.33,2.65,50.0,0.96,0.0,0.96,1.33,2.17,0.0
236,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.59,0.12
237,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.75,0.0
238,2.11,1.33,1.0,1.89,52.9,1.56,0.89,0.67,1.22,3.33,0.11
239,3.33,0.0,0.0,0.0,,10.0,6.67,3.33,0.0,3.33,0.0
240,0.03,0.03,0.03,0.06,50.0,0.0,0.0,0.0,0.0,0.56,0.06
241,2.02,1.01,1.09,2.95,36.8,1.55,0.08,1.47,0.39,1.09,0.0
242,0.83,0.83,0.42,2.08,20.0,0.42,0.0,0.42,0.0,0.0,0.0
243,1.21,0.66,0.44,0.88,50.0,0.71,0.11,0.6,0.77,0.82,0.0
244,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
245,2.04,1.2,0.83,2.22,37.5,1.57,0.0,1.57,0.37,1.39,0.0
246,20.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0
247,0.23,0.23,0.0,0.12,0.0,0.35,0.0,0.35,0.12,0.0,0.0
248,0.42,0.42,0.0,0.28,0.0,0.28,0.0,0.28,0.0,0.28,0.0
249,1.25,0.62,0.0,0.62,0.0,1.88,0.0,1.88,0.0,1.25,0.0
250,,,,,,inf,,inf,,,
251,2.0,0.75,0.75,1.75,42.9,1.25,0.25,1.0,0.75,0.25,0.0
252,1.52,0.91,0.91,2.73,33.3,1.21,0.0,1.21,1.52,1.52,0.0
253,0.29,0.15,0.0,0.29,0.0,1.32,0.0,1.32,0.44,0.88,0.0
254,0.93,0.71,0.07,0.29,25.0,0.5,0.14,0.36,0.43,1.36,0.0
255,0.74,0.45,0.15,0.71,21.1,0.78,0.04,0.74,0.33,0.45,0.0
256,0.43,0.43,0.43,1.3,33.3,0.43,0.0,0.43,0.0,0.43,0.0
257,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
258,3.33,0.0,3.33,3.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0
259,2.62,1.73,1.15,1.83,62.9,1.73,0.79,0.94,1.31,3.14,0.05
260,1.08,1.08,0.54,1.08,50.0,0.95,0.68,0.27,0.81,4.05,0.0
261,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.07,0.73,0.13
262,1.07,0.77,0.53,0.92,58.1,0.62,0.12,0.5,0.44,1.07,0.09
263,1.6,0.94,0.66,1.42,46.7,1.7,0.19,1.51,0.75,1.32,0.0
264,1.67,1.0,1.0,2.0,50.0,1.33,0.0,1.33,1.33,0.0,0.0
265,1.79,1.16,1.05,2.79,37.7,0.68,0.26,0.42,1.16,2.11,0.05
266,1.63,1.32,0.47,1.4,33.3,2.14,0.19,1.95,0.82,0.66,0.0
267,1.99,1.37,1.37,1.74,78.6,1.12,0.62,0.5,0.81,3.04,0.0
268,0.76,0.29,0.48,1.14,41.7,0.76,0.1,0.67,0.19,0.29,0.0
269,1.07,0.53,0.4,0.8,50.0,0.93,0.0,0.93,0.27,0.4,0.0
270,2.07,1.19,0.89,2.33,38.1,1.04,0.07,0.96,0.67,1.26,0.0
271,1.44,0.74,0.59,1.06,55.0,1.54,0.16,1.38,0.11,0.59,0.0
272,1.88,1.25,0.62,1.46,42.9,1.25,0.0,1.25,0.42,0.42,0.0
273,2.34,1.28,0.85,2.13,40.0,1.49,0.21,1.28,1.06,1.49,0.0
274,0.16,0.12,0.04,0.43,9.1,0.7,0.0,0.7,0.31,0.04,0.0
275,4.44,2.78,1.51,2.7,55.9,1.03,0.4,0.63,1.51,2.46,0.0
276,2.27,1.48,0.86,1.72,50.0,0.94,0.31,0.62,0.94,0.7,0.16
277,1.16,0.58,0.58,2.17,26.7,1.16,0.0,1.16,0.72,1.01,0.0
278,1.05,0.81,0.58,0.81,71.4,0.81,0.0,0.81,0.12,0.35,0.0
279,2.96,1.83,2.09,2.96,70.6,1.91,0.61,1.3,1.39,3.22,0.0
280,2.24,1.46,1.0,1.96,51.2,1.51,0.55,0.96,1.69,1.51,0.0
281,2.05,1.34,0.89,2.14,41.7,1.34,0.36,0.98,1.52,1.43,0.09
282,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.23,0.0
283,1.96,1.25,0.89,2.23,40.0,1.34,0.54,0.8,1.79,2.23,0.0
284,1.07,0.5,0.13,1.32,9.5,1.07,0.0,1.07,0.82,0.57,0.0
285,1.54,1.17,0.89,1.54,57.6,1.31,0.42,0.89,0.93,2.9,0.0
286,1.3,0.79,0.4,1.36,29.2,1.3,0.0,1.3,0.28,0.73,0.0
287,2.09,1.28,1.22,2.04,60.0,1.12,0.51,0.61,1.07,2.65,0.0
288,0.98,0.3,0.53,1.21,43.8,1.06,0.0,1.06,1.21,1.21,0.0
289,2.28,1.38,1.02,1.74,58.6,1.47,0.6,0.87,0.69,1.8,0.06
290,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.5,0.07
291,1.3,0.43,0.0,0.87,0.0,0.87,0.87,0.0,0.43,0.0,0.0
292,0.0,0.0,0.0,0.0,,1.25,0.62,0.62,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0,,0.71,0.0,0.71,0.0,2.14,0.0
294,0.52,0.26,0.43,0.78,55.6,1.04,0.0,1.04,0.0,0.96,0.0
295,3.05,1.78,1.38,2.12,65.2,2.03,0.92,1.11,1.69,3.69,0.03
296,2.03,1.33,0.78,1.37,57.1,1.37,0.31,1.05,0.47,1.76,0.04
297,1.73,1.19,0.7,1.73,40.6,1.3,0.16,1.14,0.65,1.41,0.0
298,1.94,0.56,0.56,0.83,66.7,1.67,0.28,1.39,0.0,0.83,0.0
299,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
300,2.66,1.7,0.97,1.9,50.9,1.66,0.03,1.63,0.62,1.07,0.0
301,1.32,0.57,0.38,1.13,33.3,1.04,0.0,1.04,0.09,1.32,0.0
302,1.25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
303,,,,,,,,,,,
304,0.95,0.39,0.57,0.88,64.0,1.24,0.74,0.49,0.53,3.5,0.07
305,2.55,1.46,1.02,1.75,58.3,1.61,1.09,0.51,1.17,4.96,0.07
306,1.25,0.94,0.31,0.94,33.3,0.62,0.31,0.31,0.62,0.62,0.0
307,1.85,1.16,0.95,1.51,62.9,1.55,0.91,0.65,0.99,6.03,0.04
308,0.23,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.23,0.45,0.0
309,2.13,1.03,0.58,1.74,33.3,2.0,0.32,1.68,1.29,1.81,0.06
