Rk,TklAPlayers90,TklW90,TklADribblers90,TklAttDri90,Tkl%,Bl90,ShBl90,PassBl90,Int90,Clr90,Err90
2573,1.95,1.49,0.8,1.72,46.7,1.26,0.11,1.15,0.34,1.03,0.0
2574,0.82,0.53,0.35,0.82,42.9,1.24,0.24,1.0,0.53,1.0,0.0
2575,2.81,1.77,1.15,1.98,57.9,1.04,0.31,0.73,1.67,3.65,0.0
2576,1.94,1.94,1.29,2.26,57.1,0.0,0.0,0.0,0.0,0.32,0.0
2577,2.3,1.53,1.06,2.64,40.3,1.4,0.17,1.23,0.85,0.26,0.0
2578,0.37,0.21,0.21,0.68,30.8,0.47,0.05,0.42,0.16,0.11,0.0
2579,1.18,0.67,0.94,1.45,64.9,1.57,0.9,0.67,1.22,3.53,0.08
2580,1.71,1.14,0.93,1.57,59.1,1.14,0.43,0.71,1.0,1.5,0.0
2581,1.89,0.94,0.67,1.39,48.0,1.28,0.72,0.56,0.72,3.06,0.0
2582,1.6,1.03,0.69,1.37,50.0,1.77,0.34,1.43,0.46,1.6,0.0
2583,1.8,1.2,1.0,2.2,45.5,0.6,0.4,0.2,0.8,2.6,0.0
2584,1.96,0.88,0.78,1.37,57.1,2.25,0.49,1.76,0.98,2.65,0.0
2585,1.88,1.05,0.83,2.56,32.4,1.05,0.0,1.05,0.68,0.75,0.08
2586,1.47,0.85,0.54,1.09,50.0,1.63,0.39,1.24,0.31,1.55,0.0
2587,1.5,0.83,0.83,1.65,50.0,0.94,0.34,0.6,0.79,1.35,0.0
2588,1.79,1.24,0.85,1.71,50.0,0.9,0.43,0.47,0.77,1.58,0.0
2589,0.77,0.5,0.13,0.43,30.8,0.87,0.1,0.77,0.13,0.64,0.0
2590,2.61,1.31,1.05,2.61,40.0,1.24,0.13,1.11,0.65,0.92,0.0
2591,2.28,1.11,0.89,2.22,40.0,1.28,0.17,1.11,0.83,0.5,0.0
2592,2.68,1.74,1.3,1.96,66.7,1.59,0.58,1.01,0.72,3.26,0.0
2593,0.87,0.53,0.23,0.57,40.0,0.64,0.11,0.53,0.23,1.32,0.0
2594,1.23,0.74,0.37,0.86,42.9,0.49,0.25,0.25,0.12,1.48,0.0
2595,,,,,,,,,,,
2596,2.5,2.5,0.0,0.0,,1.25,0.0,1.25,0.0,1.25,0.0
2597,1.97,0.95,1.15,1.9,60.7,1.15,0.51,0.64,1.29,3.29,0.03
2598,1.6,0.86,0.93,1.48,62.5,2.1,0.8,1.3,0.86,3.02,0.0
2599,1.43,1.07,0.54,1.7,31.6,0.98,0.09,0.89,0.54,1.07,0.0
2600,1.71,1.09,0.73,1.71,42.4,1.35,0.47,0.88,0.52,0.93,0.0
2601,0.56,0.43,0.39,0.65,60.0,0.74,0.22,0.52,0.69,2.12,0.04
2602,1.87,0.84,1.31,2.52,51.9,0.84,0.37,0.47,1.21,2.71,0.0
2603,0.64,0.35,0.21,0.43,50.0,0.21,0.0,0.21,0.07,0.57,0.0
2604,0.43,0.17,0.09,0.52,16.7,1.13,0.0,1.13,0.26,0.78,0.0
2605,1.56,0.7,0.86,1.41,61.1,0.78,0.31,0.47,1.41,2.58,0.0
2606,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0
2607,1.78,1.02,0.76,1.23,62.1,1.44,0.97,0.47,1.1,3.18,0.04
2608,1.43,1.43,0.61,1.84,33.3,0.61,0.0,0.61,0.41,0.82,0.0
2609,0.93,0.31,0.37,0.87,42.9,0.31,0.06,0.25,0.62,1.12,0.0
2610,0.64,0.26,0.51,1.28,40.0,1.28,0.26,1.03,0.51,0.77,0.13
2611,2.09,1.15,1.22,1.58,77.3,1.15,0.72,0.43,0.79,4.89,0.14
2612,0.67,0.44,0.37,1.19,31.3,0.52,0.07,0.44,0.37,0.44,0.0
2613,2.06,1.22,1.22,3.17,38.6,2.22,0.22,2.0,0.33,0.33,0.0
2614,1.06,0.66,0.51,1.09,46.7,1.02,0.44,0.58,0.51,2.74,0.0
2615,1.26,0.75,0.55,1.41,39.3,0.5,0.1,0.4,1.66,1.86,0.0
2616,0.59,0.0,0.59,4.71,12.5,0.59,0.0,0.59,0.59,0.59,0.0
2617,1.94,1.29,0.97,1.29,75.0,1.29,0.97,0.32,2.26,6.45,0.0
2618,1.85,1.1,1.18,2.36,50.0,1.18,0.31,0.87,0.98,1.3,0.0
2619,1.1,0.53,0.35,0.61,57.1,1.67,0.88,0.79,1.58,4.43,0.09
2620,2.0,1.14,0.97,2.11,45.9,1.83,0.51,1.31,1.43,2.34,0.0
2621,1.57,0.97,0.97,2.01,48.1,0.9,0.0,0.9,0.37,0.75,0.0
2622,0.07,0.04,0.07,0.07,100.0,0.0,0.0,0.0,0.04,0.64,0.04
2623,0.95,0.71,0.71,1.43,50.0,0.48,0.0,0.48,0.24,0.48,0.0
2624,10.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0
2625,0.79,0.63,0.16,0.63,25.0,0.95,0.0,0.95,0.16,0.32,0.0
2626,3.85,2.53,0.99,2.31,42.9,1.32,0.22,1.1,0.55,0.77,0.0
2627,10.0,5.0,5.0,10.0,50.0,5.0,5.0,0.0,0.0,0.0,0.0
2628,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2629,1.73,0.75,0.98,1.69,58.1,1.06,0.31,0.75,0.94,2.31,0.08
2630,0.77,0.49,0.32,0.85,38.1,1.34,0.81,0.53,1.21,3.48,0.0
2631,2.18,1.2,1.16,2.04,57.1,1.16,0.25,0.91,1.45,1.96,0.04
2632,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03,0.28,0.03
2633,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0
2634,1.76,0.98,0.85,1.37,61.9,1.37,0.07,1.31,0.33,0.59,0.0
2635,2.13,1.28,1.7,3.83,44.4,1.06,0.0,1.06,0.21,0.21,0.0
2636,2.06,1.47,1.18,2.94,40.0,0.29,0.29,0.0,0.88,2.65,0.0
2637,1.26,0.82,0.71,1.8,39.4,0.87,0.16,0.71,0.71,3.11,0.0
2638,2.3,1.09,1.49,3.1,48.1,1.65,0.32,1.33,0.97,2.3,0.12
2639,1.48,0.87,0.49,1.37,36.0,1.48,0.05,1.42,0.44,0.33,0.0
2640,1.64,0.88,1.05,1.68,62.5,1.3,0.21,1.09,0.8,2.06,0.0
2641,1.64,1.05,0.73,1.5,48.8,1.43,0.77,0.66,1.22,5.35,0.1
2642,2.53,1.73,1.2,2.0,60.0,1.2,0.13,1.07,0.8,1.33,0.0
2643,1.27,0.88,0.61,1.14,53.8,0.79,0.04,0.75,0.53,1.05,0.0
2644,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.1
2645,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.47,0.24
2646,1.66,0.91,0.7,1.6,43.3,1.02,0.43,0.59,0.32,0.91,0.0
2647,2.18,1.14,1.35,2.04,66.1,1.0,0.42,0.59,1.25,3.43,0.0
2648,2.56,1.24,1.02,1.84,55.1,1.02,0.3,0.71,1.39,3.01,0.19
2649,1.83,1.23,1.27,1.87,67.9,2.07,0.53,1.53,1.67,3.6,0.0
2650,4.56,2.65,2.0,4.14,48.3,1.26,0.28,0.98,1.86,1.16,0.09
2651,4.24,3.03,1.21,3.03,40.0,1.82,0.61,1.21,0.3,1.52,0.0
2652,2.0,0.0,2.0,8.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0
2653,0.09,0.0,0.09,0.09,100.0,0.0,0.0,0.0,0.0,0.27,0.18
2654,0.48,0.48,0.48,1.9,25.0,0.0,0.0,0.0,0.95,1.9,0.0
2655,1.67,1.11,0.56,1.39,40.0,1.11,0.56,0.56,0.28,1.67,0.0
2656,0.0,0.0,0.0,0.0,,0.62,0.0,0.62,0.0,1.25,0.0
2657,1.21,0.56,0.17,0.65,26.7,0.73,0.0,0.73,0.26,0.22,0.0
2658,1.73,1.07,0.77,1.48,51.7,0.97,0.36,0.61,0.97,2.86,0.15
2659,1.55,0.97,0.58,1.26,46.2,1.46,0.1,1.36,0.39,1.36,0.0
2660,1.95,0.98,0.98,2.93,33.3,1.46,0.0,1.46,0.24,0.49,0.0
2661,0.66,0.51,0.22,0.99,22.2,0.7,0.11,0.59,0.15,0.26,0.0
2662,2.14,1.37,1.15,2.29,50.0,0.84,0.38,0.46,0.15,1.22,0.08
2663,3.58,2.21,1.54,3.38,45.5,2.07,0.33,1.74,1.17,1.74,0.03
2664,1.45,1.22,0.76,1.6,47.6,1.07,0.23,0.84,0.69,1.68,0.0
2665,1.3,0.69,0.69,1.15,60.0,1.0,0.42,0.57,1.11,4.29,0.04
2666,2.5,0.83,1.67,1.67,100.0,2.5,1.67,0.83,0.0,0.83,0.83
2667,0.08,0.06,0.08,0.22,37.5,0.0,0.0,0.0,0.0,1.1,0.03
2668,1.46,1.05,0.74,1.3,57.1,1.21,0.06,1.15,1.33,1.24,0.0
2669,1.46,1.13,0.61,1.5,40.6,0.7,0.09,0.61,0.52,1.5,0.05
2670,2.81,0.62,1.25,1.88,66.7,0.31,0.31,0.0,2.19,3.75,0.0
2671,1.13,0.65,0.34,0.4,85.7,1.33,0.96,0.37,1.1,4.08,0.0
2672,3.3,2.25,1.76,3.85,45.7,1.59,0.11,1.48,1.92,2.03,0.05
2673,1.18,0.72,0.65,0.92,71.4,1.5,1.18,0.33,0.98,5.75,0.0
2674,1.06,0.46,0.46,1.15,40.0,0.87,0.18,0.69,0.32,0.78,0.0
2675,1.61,1.04,1.01,1.58,64.0,1.58,0.82,0.76,1.42,3.56,0.0
2676,2.13,1.44,1.01,1.93,52.1,1.12,0.27,0.84,1.34,1.93,0.0
2677,inf,,inf,inf,100.0,,,,,inf,
2678,3.0,1.5,1.25,2.0,62.5,2.12,0.5,1.62,0.38,3.0,0.0
2679,1.92,1.67,1.54,2.69,57.1,1.41,0.38,1.03,0.64,3.21,0.0
2680,2.34,1.58,1.14,1.58,72.0,1.71,0.32,1.39,0.76,2.28,0.0
2681,2.5,1.33,1.56,2.42,64.5,1.33,0.39,0.94,0.94,1.64,0.0
2682,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2683,1.67,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2684,2.5,0.0,2.5,5.0,50.0,0.0,0.0,0.0,0.0,2.5,0.0
2685,1.46,0.7,0.75,1.46,51.6,1.46,0.94,0.52,0.8,2.68,0.0
2686,3.07,2.33,2.22,3.3,67.2,0.97,0.4,0.57,1.02,3.24,0.06
2687,1.88,1.35,0.92,1.27,72.7,0.96,0.58,0.38,0.69,3.0,0.04
2688,1.5,1.0,1.5,2.5,60.0,1.0,0.75,0.25,1.25,3.5,0.0
2689,0.05,0.05,0.05,0.1,50.0,0.0,0.0,0.0,0.0,0.52,0.14
2690,,,,,,,,,,,
2691,1.56,0.91,0.74,1.6,46.2,0.82,0.16,0.66,0.53,1.03,0.0
2692,0.56,0.0,0.0,0.56,0.0,2.78,0.0,2.78,3.33,1.11,0.0
2693,0.45,0.3,0.15,0.61,25.0,1.21,0.0,1.21,0.15,0.45,0.0
2694,2.35,1.18,1.12,2.88,38.8,1.12,0.41,0.71,1.88,2.06,0.06
2695,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.82,0.05
2696,1.29,0.48,0.81,2.02,40.0,0.32,0.0,0.32,0.32,0.73,0.0
2697,4.55,3.64,1.82,4.55,40.0,1.82,0.0,1.82,0.0,5.45,0.0
2698,2.61,1.09,1.3,2.83,46.2,1.09,0.43,0.65,0.65,1.96,0.0
2699,0.91,0.61,0.91,0.91,100.0,0.0,0.0,0.0,0.61,0.61,0.0
2700,0.29,0.0,0.29,0.29,100.0,0.0,0.0,0.0,0.0,0.57,0.29
2701,0.87,0.43,0.14,1.3,11.1,0.0,0.0,0.0,0.0,0.14,0.0
2702,1.88,0.89,0.99,1.88,52.6,0.4,0.0,0.4,0.4,0.1,0.0
2703,2.86,2.0,1.43,1.71,83.3,0.29,0.0,0.29,0.29,2.0,0.0
2704,1.58,1.05,0.53,0.79,66.7,0.53,0.0,0.53,0.26,0.26,0.0
2705,0.85,0.39,0.46,0.65,70.0,0.98,0.33,0.65,0.2,1.24,0.0
2706,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2707,0.35,0.18,0.35,0.35,100.0,0.35,0.18,0.18,0.0,1.05,0.0
2708,2.55,1.65,1.3,2.05,63.4,1.6,0.5,1.1,0.3,1.3,0.05
2709,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.53,0.0
2710,3.01,1.86,1.77,3.19,55.6,1.06,0.18,0.88,0.8,3.01,0.0
2711,1.29,0.65,0.97,1.29,75.0,1.94,0.97,0.97,0.32,1.29,0.0
2712,0.86,0.57,0.0,1.14,0.0,1.14,0.0,1.14,0.0,0.29,0.0
2713,0.97,0.67,0.52,1.27,41.2,0.67,0.0,0.67,0.15,0.45,0.0
2714,1.25,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2715,0.87,0.48,0.38,1.06,36.4,0.67,0.0,0.67,0.29,0.67,0.0
2716,1.11,1.11,1.11,1.11,100.0,1.11,1.11,0.0,1.11,5.0,0.56
2717,2.2,1.38,0.92,2.02,45.5,1.83,0.92,0.92,0.92,4.04,0.0
2718,0.62,0.62,0.31,0.62,50.0,0.62,0.0,0.62,0.0,0.62,0.0
2719,1.36,0.78,0.29,1.17,25.0,1.07,0.19,0.87,0.49,0.78,0.0
2720,1.65,1.02,0.68,2.03,33.3,1.23,0.47,0.76,0.97,1.27,0.08
2721,2.49,1.32,1.67,3.35,50.0,1.71,0.23,1.48,0.47,1.83,0.16
2722,1.31,0.88,0.88,1.41,62.2,1.53,0.78,0.75,0.97,3.25,0.0
2723,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2724,0.35,0.2,0.16,0.43,36.4,0.16,0.08,0.08,0.04,0.43,0.0
2725,0.97,0.55,0.14,1.03,13.3,0.9,0.24,0.66,0.38,0.55,0.0
2726,1.77,1.15,0.92,1.15,80.0,1.23,0.77,0.46,2.31,3.08,0.08
2727,0.95,0.68,0.54,0.88,61.5,1.09,0.88,0.2,0.61,3.67,0.0
2728,0.68,0.61,0.41,0.82,50.0,1.5,1.02,0.48,0.48,4.9,0.14
2729,1.11,0.52,0.72,1.05,68.8,0.78,0.13,0.65,0.85,1.83,0.0
2730,1.48,0.6,0.54,1.34,40.0,0.54,0.0,0.54,0.4,0.81,0.0
2731,2.22,1.11,1.25,3.47,36.0,0.97,0.0,0.97,0.14,0.69,0.0
2732,2.5,1.17,1.17,2.19,53.6,1.33,0.47,0.86,1.09,2.27,0.0
2733,1.02,0.74,0.45,0.85,53.3,1.25,0.57,0.68,1.36,2.9,0.0
2734,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2735,0.32,0.21,0.11,0.53,20.0,0.27,0.05,0.21,0.16,0.16,0.0
2736,1.83,1.19,1.0,2.14,46.8,1.19,0.17,1.03,1.19,1.83,0.03
2737,1.5,0.94,0.39,1.26,31.3,1.42,0.24,1.18,0.47,0.63,0.08
2738,1.24,0.78,0.62,1.27,48.7,0.62,0.2,0.42,0.88,1.3,0.03
2739,1.71,1.23,1.23,1.8,68.3,2.19,1.36,0.83,0.66,5.31,0.0
2740,2.12,1.26,0.96,1.31,73.1,1.46,0.76,0.71,2.07,3.43,0.05
2741,2.05,1.27,1.36,2.14,63.8,0.77,0.45,0.32,0.64,4.27,0.05
2742,1.35,0.87,0.54,1.32,40.9,0.93,0.27,0.66,1.14,1.47,0.0
2743,,,,,,,,,,,
2744,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2745,2.5,1.67,1.67,4.17,40.0,0.83,0.83,0.0,0.0,2.5,0.0
2746,0.34,0.2,0.14,0.31,45.5,0.73,0.11,0.62,0.11,0.56,0.0
2747,1.93,1.43,1.07,1.43,75.0,0.86,0.07,0.79,0.36,1.07,0.0
2748,1.1,0.94,0.47,1.42,33.3,1.26,0.94,0.31,1.26,3.39,0.08
2749,0.59,0.27,0.41,0.68,60.0,1.14,0.36,0.77,0.27,1.09,0.0
2750,2.15,1.3,1.34,2.18,61.2,1.53,0.46,1.07,1.56,1.99,0.03
2751,1.43,0.71,1.43,2.14,66.7,0.71,0.0,0.71,0.71,0.0,0.0
2752,2.18,1.3,1.06,1.81,58.5,1.23,0.2,1.02,0.68,1.47,0.0
2753,1.07,0.48,0.6,1.31,45.5,0.95,0.12,0.83,0.95,1.43,0.0
2754,0.73,0.55,0.0,0.73,0.0,0.36,0.18,0.18,0.55,0.73,0.0
2755,1.11,1.11,1.11,4.44,25.0,3.33,0.0,3.33,0.0,1.11,0.0
2756,1.86,0.9,0.53,0.9,58.8,0.64,0.0,0.64,0.48,0.9,0.05
2757,0.78,0.44,0.56,2.0,27.8,1.33,0.0,1.33,0.33,0.22,0.0
2758,0.87,0.43,0.0,0.0,,0.43,0.0,0.43,0.43,0.0,0.0
2759,3.33,2.22,1.6,3.19,50.0,1.18,0.21,0.97,1.39,1.67,0.07
2760,5.0,5.0,5.0,5.0,100.0,10.0,0.0,10.0,10.0,0.0,0.0
2761,1.45,0.84,0.78,1.75,44.8,1.45,0.66,0.78,0.96,2.32,0.03
2762,10.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2763,1.67,0.72,1.23,2.03,60.7,1.3,0.36,0.94,1.16,2.68,0.0
2764,1.31,1.03,0.28,0.93,30.0,0.93,0.47,0.47,1.31,4.49,0.0
2765,2.11,0.53,1.58,2.63,60.0,2.11,1.05,1.05,2.63,4.21,0.0
2766,0.76,0.54,0.41,1.08,38.2,1.33,0.25,1.08,0.44,0.92,0.0
2767,3.79,2.2,1.92,3.08,62.5,2.42,0.71,1.7,1.21,2.91,0.0
2768,1.24,0.48,0.52,1.43,36.1,0.72,0.08,0.64,0.12,0.16,0.04
2769,0.79,0.48,0.13,0.92,14.3,0.57,0.0,0.57,0.39,0.53,0.04
2770,2.77,1.49,0.85,2.34,36.4,1.49,0.0,1.49,0.21,0.21,0.0
2771,0.45,0.27,0.0,0.36,0.0,0.55,0.0,0.55,0.18,0.36,0.0
2772,1.17,0.78,0.61,1.56,39.3,1.5,0.17,1.33,0.56,0.67,0.0
2773,0.98,0.78,0.39,1.57,25.0,0.98,0.39,0.59,1.18,1.37,0.0
2774,2.15,0.77,1.23,2.77,44.4,2.15,0.0,2.15,0.46,1.08,0.0
2775,0.44,0.34,0.24,0.58,41.2,0.44,0.14,0.31,0.1,0.71,0.0
2776,1.02,0.68,0.34,1.1,31.0,1.36,0.08,1.29,0.34,0.11,0.0
2777,1.01,0.58,0.18,0.72,25.0,0.87,0.11,0.76,0.32,0.54,0.0
2778,1.13,0.68,0.55,0.78,70.8,1.29,0.68,0.61,0.52,3.85,0.0
2779,1.93,1.43,1.09,1.76,61.9,1.01,0.08,0.92,1.51,1.93,0.0
2780,2.87,1.35,1.35,2.3,58.5,2.04,1.13,0.91,1.65,4.83,0.0
2781,1.54,0.92,0.85,1.77,47.8,0.92,0.15,0.77,0.62,1.54,0.0
2782,2.58,1.74,1.14,1.59,71.4,0.91,0.0,0.91,0.38,1.29,0.0
2783,2.14,1.29,0.86,1.14,75.0,0.71,0.0,0.71,1.0,0.71,0.0
2784,0.35,0.2,0.15,0.45,33.3,0.55,0.15,0.4,0.05,1.29,0.0
2785,3.4,2.13,1.91,3.4,56.3,1.49,0.21,1.28,0.21,2.98,0.0
2786,1.17,0.78,0.52,0.97,53.3,1.23,0.58,0.65,1.17,3.31,0.0
2787,1.43,1.02,0.61,1.22,50.0,1.02,0.82,0.2,0.61,6.53,0.2
2788,1.47,1.47,0.88,2.06,42.9,0.59,0.29,0.29,0.29,0.59,0.0
2789,0.93,0.67,0.29,0.96,30.0,0.93,0.26,0.67,0.61,1.34,0.0
2790,2.33,1.33,1.0,1.89,52.9,1.44,0.89,0.56,1.44,3.56,0.22
2791,2.86,1.43,1.43,1.43,100.0,0.0,0.0,0.0,4.29,4.29,0.0
2792,2.49,1.51,0.73,1.96,37.5,1.31,0.0,1.31,0.78,0.45,0.0
2793,0.49,0.19,0.29,0.58,50.0,0.39,0.0,0.39,0.1,0.87,0.0
2794,2.24,1.45,0.92,2.24,41.2,2.24,0.53,1.71,0.79,0.66,0.0
2795,2.99,1.76,0.86,1.54,55.9,1.9,0.68,1.22,0.95,1.99,0.05
2796,1.3,0.75,0.27,1.03,26.7,0.68,0.07,0.62,0.34,0.34,0.0
2797,1.29,0.65,0.32,0.97,33.3,0.97,0.65,0.32,0.32,0.97,0.0
2798,1.35,0.96,0.58,1.54,37.5,1.54,0.0,1.54,0.0,0.77,0.0
2799,1.23,0.85,0.38,0.75,50.0,0.57,0.0,0.57,0.09,0.38,0.0
2800,2.33,1.78,1.09,1.94,56.0,1.09,0.16,0.93,1.16,2.79,0.0
2801,1.21,0.84,0.57,1.04,54.8,0.67,0.47,0.2,1.21,3.27,0.03
2802,2.09,1.5,1.19,2.13,55.6,0.95,0.24,0.71,0.87,1.98,0.12
2803,0.69,0.42,0.32,0.51,63.6,0.97,0.74,0.23,2.04,4.81,0.0
2804,1.59,0.86,0.62,1.35,46.0,1.43,0.92,0.51,0.89,3.86,0.11
2805,1.24,0.74,0.41,0.97,42.9,1.2,0.09,1.11,0.97,0.69,0.0
2806,1.3,0.87,0.25,0.5,50.0,1.43,1.12,0.31,1.24,4.84,0.06
2807,4.39,1.95,2.68,5.85,45.8,0.73,0.0,0.73,0.98,2.2,0.24
2808,2.34,1.28,1.28,2.34,54.9,1.47,0.37,1.1,0.69,1.01,0.09
2809,1.6,1.14,0.51,1.27,40.0,1.65,0.55,1.1,1.98,1.73,0.0
2810,1.62,1.1,0.66,1.62,40.9,1.18,0.0,1.18,0.29,0.74,0.0
2811,2.56,1.54,1.67,2.69,61.9,0.77,0.51,0.26,0.26,2.56,0.0
2812,1.85,1.3,0.74,2.04,36.4,1.11,0.37,0.74,0.83,1.57,0.0
2813,1.97,1.06,1.1,2.23,49.3,1.29,0.16,1.13,0.9,0.61,0.03
2814,2.04,0.97,0.97,1.83,52.9,1.4,0.0,1.4,0.11,1.18,0.0
2815,1.57,1.27,0.69,1.18,58.3,0.98,0.2,0.78,0.1,1.67,0.0
2816,1.67,1.67,0.0,0.0,,0.0,0.0,0.0,1.67,1.67,0.0
2817,0.56,0.22,0.09,0.38,25.0,0.62,0.19,0.44,0.22,0.81,0.0
2818,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.83,0.0
2819,1.89,1.09,1.02,1.44,70.7,1.02,0.18,0.84,0.7,2.63,0.07
2820,1.45,0.97,0.77,1.64,47.1,1.4,0.19,1.21,0.24,0.92,0.0
2821,0.99,0.49,0.44,1.26,34.8,0.49,0.0,0.49,0.16,0.16,0.0
2822,2.0,2.0,1.5,1.5,100.0,0.0,0.0,0.0,1.0,0.0,0.0
2823,0.59,0.0,0.0,2.35,0.0,1.18,0.0,1.18,0.0,0.59,0.59
2824,0.67,0.67,0.22,1.11,20.0,1.11,0.44,0.67,1.11,3.56,0.22
2825,2.26,1.46,1.24,2.48,50.0,1.02,0.22,0.8,1.17,2.48,0.0
2826,2.09,1.39,0.96,1.65,57.9,0.43,0.09,0.35,1.13,1.83,0.0
2827,0.07,0.07,0.07,0.17,40.0,0.03,0.0,0.03,0.03,0.63,0.03
2828,2.37,1.32,0.53,1.71,30.8,2.11,0.39,1.71,0.39,0.66,0.0
2829,2.94,1.18,1.18,4.12,28.6,0.59,0.0,0.59,0.0,0.0,0.0
2830,3.33,3.33,0.0,0.0,,3.33,0.0,3.33,0.0,3.33,0.0
2831,1.04,0.49,0.55,1.21,45.5,1.76,1.15,0.6,0.82,4.84,0.05
2832,0.11,0.04,0.11,0.11,100.0,0.0,0.0,0.0,0.0,0.26,0.11
2833,0.96,0.53,0.61,1.23,50.0,1.05,0.26,0.79,1.05,4.12,0.09
2834,1.26,0.71,0.55,1.42,38.9,0.67,0.04,0.63,0.31,0.31,0.0
2835,1.07,0.7,0.56,1.12,50.0,0.56,0.05,0.51,0.42,0.7,0.0
2836,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,3.0,7.0,0.0
2837,2.43,1.54,1.4,2.87,48.7,1.54,1.03,0.51,1.54,4.85,0.07
2838,2.62,1.57,1.83,2.72,67.3,0.94,0.16,0.79,1.05,1.36,0.1
2839,1.04,0.65,0.42,0.78,54.2,0.81,0.07,0.75,0.1,1.17,0.0
2840,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0
2841,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0
2842,1.5,1.0,0.71,1.57,45.5,0.93,0.36,0.57,0.29,2.07,0.07
2843,2.94,2.35,0.59,2.35,25.0,1.18,0.0,1.18,0.59,1.76,0.0
2844,0.73,0.54,0.32,0.51,62.5,1.21,0.89,0.32,0.92,5.08,0.0
2845,1.14,0.89,0.68,0.93,73.1,1.0,0.68,0.32,1.14,3.46,0.11
2846,1.66,0.92,0.78,1.42,54.8,1.12,0.31,0.81,1.25,1.83,0.0
2847,1.56,0.62,0.52,1.56,33.3,0.52,0.1,0.42,0.62,1.15,0.0
2848,0.0,0.0,0.0,2.78,0.0,1.67,0.0,1.67,0.0,1.11,0.0
2849,1.43,0.5,0.5,1.69,29.3,0.67,0.03,0.64,0.44,0.15,0.0
2850,0.07,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.07,0.97,0.0
2851,0.36,0.36,0.14,0.29,50.0,0.43,0.14,0.29,0.0,1.93,0.0
2852,1.81,0.94,0.87,2.05,42.3,1.02,0.16,0.87,0.55,1.26,0.0
